"DONATION_CONTACT_ID","DONATION_TIMESTAMP","DONATION_TARGET","DONATION_CURRENCY","DONATION_AMOUNT","ERROR"
"323","1365548400","Macmillan Cancer Support","GBP","20","Date: invalid date: Thu May 30 00:00:00 GMT 1392"
"323","1367190000","EIF Revlon Walk for Women","USD","50","Date: invalid date: Fri Jun 30 00:00:00 GMT 1368"
"323","1367276400","Tzedek","GBP","20","Date: invalid date: Fri Sep 07 00:00:00 GMT 1386"
"323","1369695600","LauraLynn Children's Hospice","EUR","50","Date: invalid date: Thu Dec 30 00:00:00 GMT 1389"
"323","1364857200","Personal donation to asylum seekers","EUR","400","Date: invalid date: Sat Sep 17 00:00:00 GMT 1390"
"324","1356912000","Against Malaria Foundation","USD","2800","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"324","1326528000","Deworm the World Initiative","USD","1600","Date: invalid date: Fri Feb 24 00:00:00 GMT 1352"
"324","1387785600","Deworm the World Initiative","USD","3200","Date: invalid date: Sat Sep 29 00:00:00 GMT 1408"
"325","1325289600","Against Malaria Foundation","USD","297.07","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"325","1325289600","Schistosomiasis Control Initiative","USD","391.5","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"325","1325289600","Other","USD","111.43","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"325","1356912000","Against Malaria Foundation","USD","299.76","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"325","1356912000","Schistosomiasis Control Initiative","USD","1816.73","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"325","1385856000","Schistosomiasis Control Initiative","GBP","200","Date: invalid date: Mon Jun 04 00:00:00 GMT 1408"
"325","1383264000","Schistosomiasis Control Initiative","GBP","200","Date: invalid date: Fri Jan 14 00:00:00 GMT 1396"
"325","1379804400","Schistosomiasis Control Initiative","GBP","150","Date: invalid date: Fri Aug 17 00:00:00 GMT 1397"
"325","1375916400","Schistosomiasis Control Initiative","GBP","260","Date: invalid date: Wed Jan 07 00:00:00 GMT 1400"
"325","1372719600","Schistosomiasis Control Initiative","GBP","150","Date: invalid date: Tue Feb 12 00:00:00 GMT 1404"
"325","1369350000","Schistosomiasis Control Initiative","GBP","130","Date: invalid date: Fri Oct 31 00:00:00 GMT 1371"
"325","1366498800","Schistosomiasis Control Initiative","GBP","130","Date: invalid date: Tue Feb 03 00:00:00 GMT 1394"
"325","1364342400","Schistosomiasis Control Initiative","GBP","120","Date: invalid date: Tue Apr 26 00:00:00 GMT 1373"
"325","1361836800","Schistosomiasis Control Initiative","GBP","120","Date: invalid date: Wed Jun 13 00:00:00 GMT 1386"
"325","1359331200","Schistosomiasis Control Initiative","GBP","150","Date: invalid date: Fri Dec 13 00:00:00 GMT 1364"
"328","1325289600","Against Malaria Foundation","USD","800","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"328","1325289600","Deworm the World Initiative","USD","300","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"328","1325289600","Other","USD","700","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"328","1356912000","Against Malaria Foundation","USD","517.5","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"328","1356912000","Schistosomiasis Control Initiative","USD","517.5","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"328","1356912000","Deworm the World Initiative","USD","517.5","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"328","1356912000","Other","USD","207","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"329","1325289600","Against Malaria Foundation","USD","780","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"329","1325289600","Schistosomiasis Control Initiative","USD","3900","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"329","1325289600","Other","USD","3120","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"330","1315782000","Schistosomiasis Control Initiative","GBP","150","Date: invalid date: Fri Nov 21 00:00:00 GMT 1326"
"330","1325289600","Schistosomiasis Control Initiative","GBP","444.75","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"330","1356912000","Schistosomiasis Control Initiative","GBP","1844.25","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"330","1388448000","Schistosomiasis Control Initiative","GBP","1870","Date: invalid date: Sun Jun 25 00:00:00 GMT 1413"
"330","1401353227","Schistosomiasis Control Initiative","GBP","520","Date: invalid date: Wed Aug 31 00:00:00 GMT 1412"
"331","1325289600","Schistosomiasis Control Initiative","USD","7020","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"331","1356912000","Against Malaria Foundation","USD","891.56","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"331","1356912000","Schistosomiasis Control Initiative","USD","2674.69","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"331","1388448000","Schistosomiasis Control Initiative","GBP","1850","Date: invalid date: Sun Jun 25 00:00:00 GMT 1413"
"331","1388448000","Against Malaria Foundation","GBP","437.5","Date: invalid date: Sun Jun 25 00:00:00 GMT 1413"
"331","1388448000","Giving What We Can","GBP","312.5","Date: invalid date: Sun Jun 25 00:00:00 GMT 1413"
"331","1419379200","Schistosomiasis Control Initiative","GBP","81.25","Date: invalid date: Fri Mar 10 00:00:00 GMT 1447"
"332","1325289600","Other","USD","13104","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"332","1356912000","Other","USD","11095","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"332","1382223600","Against Malaria Foundation","GBP","2700","Date: invalid date: Fri Aug 08 00:00:00 GMT 1393"
"332","1382223600","Oxfam","GBP","4180","Date: invalid date: Fri Aug 08 00:00:00 GMT 1393"
"332","1382223600","Action Aid","GBP","840","Date: invalid date: Fri Aug 08 00:00:00 GMT 1393"
"332","1382223600","SCIAF","GBP","50","Date: invalid date: Fri Aug 08 00:00:00 GMT 1393"
"332","1413759600","Against Malaria Foundation","GBP","5000","Date: invalid date: Fri Jun 11 00:00:00 GMT 1445"
"332","1413759600","Oxfam","GBP","2066","Date: invalid date: Fri Jun 11 00:00:00 GMT 1445"
"332","1413759600","Action Aid","GBP","600","Date: invalid date: Fri Jun 11 00:00:00 GMT 1445"
"332","1413759600","SCIAF","GBP","20","Date: invalid date: Fri Jun 11 00:00:00 GMT 1445"
"333","1356912000","Schistosomiasis Control Initiative","USD","3689.88","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"333","1359244800","Schistosomiasis Control Initiative","USD","152","Date: invalid date: Sat Jan 21 00:00:00 GMT 1374"
"333","1382828400","Schistosomiasis Control Initiative","USD","229","Date: invalid date: Wed Sep 30 00:00:00 GMT 1411"
"333","1414368000","Schistosomiasis Control Initiative","USD","661","Date: invalid date: Sun Oct 26 00:00:00 GMT 1438"
"335","1325289600","Schistosomiasis Control Initiative","GBP","11000","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"335","1356912000","Against Malaria Foundation","GBP","6000","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"335","1339110000","Schistosomiasis Control Initiative","GBP","10000","Date: invalid date: Sun Oct 31 00:00:00 GMT 1339"
"335","1341097200","Wherever the Need","GBP","5000","Date: invalid date: Tue May 18 00:00:00 GMT 1361"
"335","1359763200","Centre for Effective Altruism","GBP","12500","Date: invalid date: Tue Jan 03 00:00:00 GMT 1374"
"335","1364169600","Centre for Effective Altruism","GBP","12500","Date: invalid date: Thu Jul 13 00:00:00 GMT 1391"
"335","1381705200","Centre for Effective Altruism","GBP","12500","Date: invalid date: Sat Dec 25 00:00:00 GMT 1400"
"335","1396825200","Centre for Effective Altruism","GBP","12500","Date: invalid date: Fri Dec 25 00:00:00 GMT 1416"
"335","1385769600","Against Malaria Foundation","GBP","4000","Date: invalid date: Mon Jul 12 00:00:00 GMT 1417"
"335","1386201600","Wherever the Need","GBP","11250","Date: invalid date: Sun Dec 17 00:00:00 GMT 1391"
"335","1272754800","Opportunity International","GBP","5000","Date: invalid date: Sat Apr 21 00:00:00 GMT 1291"
"335","1321315200","Opportunity International","GBP","18000","Date: invalid date: Wed Sep 24 00:00:00 GMT 1337"
"335","1285196400","Wherever the Need","GBP","2500","Date: invalid date: Tue Jan 07 00:00:00 GMT 1304"
"335","1309474800","Wherever the Need","GBP","6000","Date: invalid date: Sun Dec 22 00:00:00 GMT 1325"
"335","1398726000","Camfed","GBP","1675","Date: invalid date: Sat May 04 00:00:00 GMT 1420"
"335","1348700400","Schistosomiasis Control Initiative","GBP","15000","Date: invalid date: Tue Nov 04 00:00:00 GMT 1354"
"335","1405206000","Against Malaria Foundation","GBP","3275","Date: invalid date: Sun Jan 03 00:00:00 GMT 1423"
"335","1404514800","Wherever the Need","GBP","5000","Date: invalid date: Mon Apr 21 00:00:00 GMT 1421"
"335","1412118000","Centre for Effective Altruism","GBP","12500","Date: invalid date: Sun Sep 26 00:00:00 GMT 1434"
"335","1417651200","Wherever the Need","GBP","5625","Date: invalid date: Sun Aug 12 00:00:00 GMT 1425"
"335","1429916400","Centre for Effective Altruism","GBP","12500","Date: invalid date: Mon Jan 07 00:00:00 GMT 1454"
"335","1422316800","Opportunity International","GBP","5000","Date: invalid date: Mon Feb 11 00:00:00 GMT 1443"
"335","1449100800","Centre for Effective Altruism","GBP","12500","Date: invalid date: Thu Dec 09 00:00:00 GMT 1451"
"335","1449100800","Wherever the Need","GBP","1000","Date: invalid date: Thu Dec 09 00:00:00 GMT 1451"
"337","1325289600","Schistosomiasis Control Initiative","USD","1474.2","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"337","1325289600","Other","USD","405.59","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"337","1356912000","Schistosomiasis Control Initiative","USD","2567.7","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"337","1356912000","Other","USD","618.15","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"337","1388966400","Schistosomiasis Control Initiative","GBP","375","Date: invalid date: Thu Jun 08 00:00:00 GMT 1413"
"337","1392854400","Schistosomiasis Control Initiative","GBP","750","Date: invalid date: Sat Jan 17 00:00:00 GMT 1411"
"337","1398294000","Schistosomiasis Control Initiative","GBP","25","Date: invalid date: Mon Apr 13 00:00:00 GMT 1411"
"337","1399330800","Schistosomiasis Control Initiative","GBP","25","Date: invalid date: Fri Nov 09 00:00:00 GMT 1403"
"337","1410303600","Schistosomiasis Control Initiative","GBP","93.75","Date: invalid date: Thu Apr 09 00:00:00 GMT 1422"
"337","1410303600","Machine Intelligence Research Institute","GBP","93.75","Date: invalid date: Thu Apr 09 00:00:00 GMT 1422"
"337","1410303600","Vegan Outreach","GBP","93.75","Date: invalid date: Thu Apr 09 00:00:00 GMT 1422"
"337","1412290800","Project Healthy Children","GBP","128.84","Date: invalid date: Wed Jul 08 00:00:00 GMT 1416"
"337","1413759600","Machine Intelligence Research Institute","GBP","160.54","Date: invalid date: Fri Jun 11 00:00:00 GMT 1445"
"338","1356912000","Schistosomiasis Control Initiative","USD","2853","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"339","1333926000","United Mitochondrial Disease Foundation","USD","500","Date: invalid date: Tue Jan 03 00:00:00 GMT 1357"
"339","1353974400","Wikimedia","USD","15","Date: invalid date: Mon Jan 17 00:00:00 GMT 1373"
"339","1355875200","Against Malaria Foundation","USD","87","Date: invalid date: Sun May 25 00:00:00 GMT 1376"
"339","1356480000","Wikimedia","USD","15","Date: invalid date: Sat Nov 30 00:00:00 GMT 1359"
"339","1356825600","Planned Parenthood","USD","5000","Date: invalid date: Fri Jan 29 00:00:00 GMT 1378"
"339","1356825600","Innovations for Poverty Action","USD","5000","Date: invalid date: Fri Jan 29 00:00:00 GMT 1378"
"339","1356825600","Charity:Water","USD","7000","Date: invalid date: Fri Jan 29 00:00:00 GMT 1378"
"339","1356825600","Village Reach","USD","6500","Date: invalid date: Fri Jan 29 00:00:00 GMT 1378"
"339","1356825600","Partners in Health","USD","6000","Date: invalid date: Fri Jan 29 00:00:00 GMT 1378"
"339","1356912000","Schistosomiasis Control Initiative","USD","10000","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"339","1356912000","Against Malaria Foundation","USD","15000","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"339","1359158400","Wikimedia","USD","15","Date: invalid date: Sat Feb 28 00:00:00 GMT 1383"
"339","1360195200","Against Malaria Foundation","USD","2000","Date: invalid date: Tue Sep 25 00:00:00 GMT 1375"
"339","1360540800","Innovations for Poverty Action","USD","4000","Date: invalid date: Sun Aug 09 00:00:00 GMT 1366"
"339","1366930800","Wikimedia","USD","6","Date: invalid date: Fri Nov 09 00:00:00 GMT 1375"
"339","1369522800","Wikimedia","USD","15","Date: invalid date: Thu Nov 29 00:00:00 GMT 1380"
"339","1374793200","Wikimedia","USD","4","Date: invalid date: Sun Apr 04 00:00:00 GMT 1389"
"339","1377471600","Wikimedia","USD","15","Date: invalid date: Sun Mar 19 00:00:00 GMT 1385"
"339","1380150000","Wikimedia","USD","15","Date: invalid date: Thu Feb 28 00:00:00 GMT 1381"
"339","1385251200","Bread and Roses Benefit Agency","USD","40","Date: invalid date: Thu Apr 14 00:00:00 GMT 1390"
"339","1387756800","Village Reach","USD","4255","Date: invalid date: Mon Oct 12 00:00:00 GMT 1411"
"339","1388188800","Planned Parenthood","USD","7000","Date: invalid date: Tue Jul 04 00:00:00 GMT 1413"
"339","1388448000","Deworm the World Initiative","USD","10000","Date: invalid date: Sun Jun 25 00:00:00 GMT 1413"
"339","1388448000","Schistosomiasis Control Initiative","USD","10000","Date: invalid date: Sun Jun 25 00:00:00 GMT 1413"
"339","1388448000","Innovations for Poverty Action","USD","5000","Date: invalid date: Sun Jun 25 00:00:00 GMT 1413"
"339","1388448000","Partners in Health","USD","7000","Date: invalid date: Sun Jun 25 00:00:00 GMT 1413"
"339","1388448000","Charity:Water","USD","7000","Date: invalid date: Sun Jun 25 00:00:00 GMT 1413"
"339","1356048000","DrinkSavvy","USD","500","Date: invalid date: Wed Feb 24 00:00:00 GMT 1378"
"340","1325289600","Schistosomiasis Control Initiative","USD","10920","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"340","1356912000","Schistosomiasis Control Initiative","USD","11412","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"340","1356912000","Other","USD","1268","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"340","1372633200","Alina Foundation","GBP","500","Date: invalid date: Sun Dec 03 00:00:00 GMT 1385"
"340","1388361600","Alina Foundation","GBP","500","Date: invalid date: Sun Apr 18 00:00:00 GMT 1395"
"340","1406674800","Magic Breakfast","GBP","100","Date: invalid date: Sun Aug 20 00:00:00 GMT 1424"
"340","1427670000","Cancer Research UK","GBP","50","Date: invalid date: Mon Jun 30 00:00:00 GMT 1432"
"340","1429311600","Against Malaria Foundation","GBP","1000","Date: invalid date: Wed Nov 16 00:00:00 GMT 1435"
"344","1325289600","Other","USD","11796.72","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"344","1396137600","Oxfam","GBP","9000","Date: invalid date: Fri Oct 22 00:00:00 GMT 1417"
"344","1426464000","Oxfam","GBP","9000","Date: invalid date: Mon Sep 12 00:00:00 GMT 1440"
"345","1325289600","Schistosomiasis Control Initiative","USD","7469.28","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"345","1325289600","Other","USD","145.07","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"346","1325289600","Schistosomiasis Control Initiative","USD","837.72","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"346","1356912000","Deworm the World Initiative","USD","855.9","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"346","1396652400","Deworm the World Initiative","GBP","134","Date: invalid date: Fri Nov 25 00:00:00 GMT 1407"
"348","1356912000","Other","USD","15000","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"349","1372892400","Schistosomiasis Control Initiative","GBP","3121.78","Date: invalid date: Fri Nov 24 00:00:00 GMT 1385"
"349","1385942400","Schistosomiasis Control Initiative","GBP","3121.33","Date: invalid date: Sun Apr 27 00:00:00 GMT 1399"
"349","1301698800","Schistosomiasis Control Initiative","GBP","1800","Date: invalid date: Thu Oct 04 00:00:00 GMT 1330"
"349","1347231600","Schistosomiasis Control Initiative","GBP","2378.02","Date: invalid date: Tue Mar 19 00:00:00 GMT 1353"
"349","1398639600","Schistosomiasis Control Initiative","GBP","4287.5","Date: invalid date: Sat Jun 11 00:00:00 GMT 1429"
"349","1414540800","Schistosomiasis Control Initiative","GBP","4275.96","Date: invalid date: Thu Aug 08 00:00:00 GMT 1420"
"349","1435964400","Schistosomiasis Control Initiative","GBP","12510.89","Date: invalid date: Tue Dec 17 00:00:00 GMT 1454"
"350","1418342400","Against Malaria Foundation","GBP","740","Date: invalid date: Sun Apr 27 00:00:00 GMT 1427"
"351","1356912000","Other","USD","63.4","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"351","1417651200","Future of Life Institute","USD","314","Date: invalid date: Sun Aug 12 00:00:00 GMT 1425"
"351","1417651200","Giving What We Can Trust","GBP","50","Date: invalid date: Sun Aug 12 00:00:00 GMT 1425"
"352","1396306800","Schistosomiasis Control Initiative","GBP","312.5","Date: invalid date: Mon Jan 11 00:00:00 GMT 1417"
"352","1393804800","Schistosomiasis Control Initiative","GBP","312.5","Date: invalid date: Tue Sep 20 00:00:00 GMT 1412"
"352","1391385600","Schistosomiasis Control Initiative","GBP","312.5","Date: invalid date: Sat Jun 01 00:00:00 GMT 1409"
"352","1388620800","Schistosomiasis Control Initiative","GBP","312.5","Date: invalid date: Sun Apr 11 00:00:00 GMT 1395"
"352","1356998400","Schistosomiasis Control Initiative","GBP","200","Date: invalid date: Thu Feb 28 00:00:00 GMT 1387"
"352","1359676800","Schistosomiasis Control Initiative","GBP","200","Date: invalid date: Wed Feb 11 00:00:00 GMT 1383"
"352","1362182400","Schistosomiasis Control Initiative","GBP","200","Date: invalid date: Tue Dec 25 00:00:00 GMT 1369"
"352","1364857200","Schistosomiasis Control Initiative","GBP","200","Date: invalid date: Sat Sep 17 00:00:00 GMT 1390"
"352","1367276400","Schistosomiasis Control Initiative","GBP","100","Date: invalid date: Fri Sep 07 00:00:00 GMT 1386"
"352","1372546800","Schistosomiasis Control Initiative","GBP","200","Date: invalid date: Tue Jan 12 00:00:00 GMT 1395"
"352","1372633200","Schistosomiasis Control Initiative","GBP","200","Date: invalid date: Sun Dec 03 00:00:00 GMT 1385"
"352","1375311600","Schistosomiasis Control Initiative","GBP","200","Date: invalid date: Sat Nov 16 00:00:00 GMT 1381"
"352","1380582000","Schistosomiasis Control Initiative","GBP","250","Date: invalid date: Wed Mar 23 00:00:00 GMT 1390"
"352","1383264000","Schistosomiasis Control Initiative","GBP","250","Date: invalid date: Fri Jan 14 00:00:00 GMT 1396"
"352","1385942400","Schistosomiasis Control Initiative","GBP","250","Date: invalid date: Sun Apr 27 00:00:00 GMT 1399"
"352","1311894000","Schistosomiasis Control Initiative","GBP","232.88","Date: invalid date: Wed Apr 12 00:00:00 GMT 1329"
"352","1314572400","Schistosomiasis Control Initiative","GBP","232.88","Date: invalid date: Wed Mar 27 00:00:00 GMT 1325"
"352","1314831600","Schistosomiasis Control Initiative","GBP","232.88","Date: invalid date: Tue Mar 19 00:00:00 GMT 1325"
"352","1320105600","Schistosomiasis Control Initiative","GBP","232.88","Date: invalid date: Tue Jan 30 00:00:00 GMT 1336"
"352","1317250800","Schistosomiasis Control Initiative","GBP","232.88","Date: invalid date: Tue Mar 10 00:00:00 GMT 1321"
"352","1322697600","Schistosomiasis Control Initiative","GBP","232.88","Date: invalid date: Sat Jun 21 00:00:00 GMT 1348"
"352","1302476400","Schistosomiasis Control Initiative","GBP","700","Date: invalid date: Tue May 10 00:00:00 GMT 1323"
"352","1325548800","Schistosomiasis Control Initiative","GBP","232.88","Date: invalid date: Thu Jul 04 00:00:00 GMT 1353"
"352","1327968000","Schistosomiasis Control Initiative","GBP","69.99","Date: invalid date: Tue Oct 25 00:00:00 GMT 1356"
"352","1330560000","Schistosomiasis Control Initiative","GBP","195.52","Date: invalid date: Sun Jul 31 00:00:00 GMT 1334"
"352","1333321200","Schistosomiasis Control Initiative","GBP","195.52","Date: invalid date: Thu Nov 12 00:00:00 GMT 1338"
"352","1330560000","Schistosomiasis Control Initiative","GBP","195.52","Date: invalid date: Sun Jul 31 00:00:00 GMT 1334"
"352","1339110000","Schistosomiasis Control Initiative","GBP","195.52","Date: invalid date: Sun Oct 31 00:00:00 GMT 1339"
"352","1341183600","Schistosomiasis Control Initiative","GBP","195.52","Date: invalid date: Sun Apr 08 00:00:00 GMT 1352"
"352","1343948400","Schistosomiasis Control Initiative","GBP","195.52","Date: invalid date: Thu Sep 29 00:00:00 GMT 1373"
"352","1346626800","Schistosomiasis Control Initiative","GBP","195.52","Date: invalid date: Thu Sep 13 00:00:00 GMT 1369"
"352","1349046000","Schistosomiasis Control Initiative","GBP","195.52","Date: invalid date: Wed Sep 03 00:00:00 GMT 1365"
"352","1351641600","Schistosomiasis Control Initiative","GBP","149.4","Date: invalid date: Mon Aug 17 00:00:00 GMT 1360"
"352","1325376000","Schistosomiasis Control Initiative","GBP","200","Date: invalid date: Fri Jun 04 00:00:00 GMT 1344"
"352","1354492800","Schistosomiasis Control Initiative","GBP","200","Date: invalid date: Sun Aug 31 00:00:00 GMT 1365"
"352","1370473200","Oxfam","GBP","56.33","Date: invalid date: Tue Aug 05 00:00:00 GMT 1382"
"352","1345417200","Oxfam","GBP","39.55","Date: invalid date: Sun Jan 16 00:00:00 GMT 1368"
"352","1398726000","Schistosomiasis Control Initiative","GBP","25","Date: invalid date: Sat May 04 00:00:00 GMT 1420"
"352","1336086000","Against Malaria Foundation","USD","9.53","Date: invalid date: Thu Jan 03 00:00:00 GMT 1353"
"352","1355097600","Against Malaria Foundation","GBP","4.99","Date: invalid date: Sat Jun 21 00:00:00 GMT 1376"
"352","1386892800","Red Cross","GBP","50","Date: invalid date: Wed Dec 29 00:00:00 GMT 1400"
"352","1325289600","Schistosomiasis Control Initiative","GBP","796.66","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"352","1356912000","Schistosomiasis Control Initiative","GBP","531.83","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"352","1356912000","Oxfam","GBP","9.89","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"352","1388448000","Schistosomiasis Control Initiative","GBP","612.5","Date: invalid date: Sun Jun 25 00:00:00 GMT 1413"
"352","1388448000","Red Cross","GBP","12.5","Date: invalid date: Sun Jun 25 00:00:00 GMT 1413"
"352","1388448000","Oxfam","GBP","14.08","Date: invalid date: Sun Jun 25 00:00:00 GMT 1413"
"352","1316127600","Schistosomiasis Control Initiative","GBP","95","Date: invalid date: Sun Sep 21 00:00:00 GMT 1337"
"352","1398898800","Schistosomiasis Control Initiative","GBP","312.5","Date: invalid date: Fri Jun 03 00:00:00 GMT 1429"
"352","1401663600","Schistosomiasis Control Initiative","GBP","312.5","Date: invalid date: Wed Apr 08 00:00:00 GMT 1416"
"352","1404169200","Schistosomiasis Control Initiative","GBP","312.5","Date: invalid date: Thu Jun 08 00:00:00 GMT 1430"
"352","1406847600","Schistosomiasis Control Initiative","GBP","312.5","Date: invalid date: Mon Sep 21 00:00:00 GMT 1433"
"352","1409526000","Schistosomiasis Control Initiative","GBP","375","Date: invalid date: Sat Sep 03 00:00:00 GMT 1429"
"352","1412118000","Schistosomiasis Control Initiative","GBP","375","Date: invalid date: Sun Sep 26 00:00:00 GMT 1434"
"352","1412031600","GiveDirectly","USD","100","Date: invalid date: Fri Jul 17 00:00:00 GMT 1416"
"352","1414886400","GiveDirectly","GBP","100","Date: invalid date: Wed Oct 08 00:00:00 GMT 1438"
"352","1414886400","GiveDirectly","GBP","25","Date: invalid date: Wed Oct 08 00:00:00 GMT 1438"
"352","1414972800","Schistosomiasis Control Initiative","GBP","375","Date: invalid date: Wed Aug 31 00:00:00 GMT 1429"
"352","1417132800","Schistosomiasis Control Initiative","GBP","287.5","Date: invalid date: Fri Aug 31 00:00:00 GMT 1425"
"352","1417132800","GiveDirectly","GBP","250","Date: invalid date: Fri Aug 31 00:00:00 GMT 1425"
"352","1420156800","Schistosomiasis Control Initiative","GBP","375","Date: invalid date: Mon Oct 12 00:00:00 GMT 1439"
"352","1422748800","Schistosomiasis Control Initiative","GBP","375","Date: invalid date: Sun Mar 05 00:00:00 GMT 1452"
"352","1425168000","Schistosomiasis Control Initiative","GBP","375","Date: invalid date: Sat Feb 24 00:00:00 GMT 1448"
"352","1427842800","Schistosomiasis Control Initiative","GBP","375","Date: invalid date: Mon Jul 31 00:00:00 GMT 1441"
"352","1430434800","Schistosomiasis Control Initiative","GBP","375","Date: invalid date: Sun Aug 21 00:00:00 GMT 1446"
"352","1433113200","Schistosomiasis Control Initiative","GBP","375","Date: invalid date: Sun Aug 05 00:00:00 GMT 1442"
"352","1435705200","Schistosomiasis Control Initiative","GBP","375","Date: invalid date: Thu Dec 26 00:00:00 GMT 1454"
"352","1438383600","Schistosomiasis Control Initiative","GBP","375","Date: invalid date: Thu Dec 10 00:00:00 GMT 1450"
"352","1441062000","Schistosomiasis Control Initiative","GBP","375","Date: invalid date: Mon Nov 21 00:00:00 GMT 1446"
"352","1443654000","Schistosomiasis Control Initiative","GBP","375","Date: invalid date: Fri Apr 13 00:00:00 GMT 1459"
"352","1446336000","Schistosomiasis Control Initiative","GBP","375","Date: invalid date: Sun Feb 03 00:00:00 GMT 1465"
"352","1452384000","Schistosomiasis Control Initiative","GBP","375","Date: invalid date: Mon Jan 13 00:00:00 GMT 1466"
"352","1452384000","Oxfam","GBP","66.78","Date: invalid date: Mon Jan 13 00:00:00 GMT 1466"
"354","1356912000","Other","USD","4500","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"354","1413414000","AfricAid","USD","12000","Date: invalid date: Sun Apr 13 00:00:00 GMT 1427"
"354","1381878000","AfricAid","USD","8500","Date: invalid date: Fri Jan 24 00:00:00 GMT 1410"
"355","1325289600","Other","USD","351","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"355","1356912000","Schistosomiasis Control Initiative","USD","158.5","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"355","1356912000","GiveDirectly","USD","317","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"358","1325289600","Against Malaria Foundation","USD","100","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"358","1325289600","Schistosomiasis Control Initiative","USD","246.01","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"358","1325289600","Deworm the World Initiative","USD","15.6","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"358","1325289600","Other","USD","24.8","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"358","1356912000","Against Malaria Foundation","USD","554.75","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"358","1356912000","Schistosomiasis Control Initiative","USD","554.75","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"358","1356912000","Deworm the World Initiative","USD","554.75","Date: invalid date: Wed Dec 20 00:00:00 GMT 1368"
"360","1325289600","Schistosomiasis Control Initiative","USD","162.5","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"362","1325289600","Against Malaria Foundation","USD","500","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"362","1325289600","Schistosomiasis Control Initiative","USD","2340","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
"362","1325289600","Deworm the World Initiative","USD","500","Date: invalid date: Fri Jul 12 00:00:00 GMT 1353"
