"DONATION_MD5_HASH","DONATION_CONTACT_ID","DONATION_TIMESTAMP","DONATION_TARGET","DONATION_CURRENCY","DONATION_AMOUNT","ERROR"
"381-2a3539e4a4b067c49c81e16bc8868d98","381","2013-10-30T23:00:00.000Z","a0758000002kNDHAA2","EUR","2300","Id not specified in an update call"
"381-8dc4cc30be49131a3c8e08ab666e4a97","381","2013-12-15T23:00:00.000Z","a0758000002kNDHAA2","EUR","1800","Id not specified in an update call"
"381-2a28724a26fefa37dca6df19fd2d16cb","381","2013-12-30T23:00:00.000Z","a0758000002kNKaAAM","EUR","2100","Id not specified in an update call"
"381-e118d1e3b0ce541daaad6aa2d2c4e836","381","2014-02-09T23:00:00.000Z","a0758000002kNNlAAM","EUR","1800","Id not specified in an update call"
"381-8eeb88852ae83d0a8600c8077588a6f2","381","2014-10-14T22:00:00.000Z","a0758000002kNDHAA2","EUR","2100","Id not specified in an update call"
"381-957ff4c541db65ee8d4230a4836284c5","381","2014-12-30T23:00:00.000Z","a0758000002kNGRAA2","EUR","2600","Id not specified in an update call"
"381-09be26f18886dd9d6ffdf87c5e990297","381","2014-07-24T22:00:00.000Z","a0758000002kNNlAAM","EUR","2100","Id not specified in an update call"
"381-e93a42667dfbf30f40a4257d0498e783","381","2015-05-26T22:00:00.000Z","a0758000002kNNlAAM","SEK","20000","Id not specified in an update call"
"381-6fd68fca4e499db30a32454589a15085","381","2015-07-30T22:00:00.000Z","a0758000002kNGRAA2","SEK","5000","Id not specified in an update call"
"381-7f6ec8a7344fdf858d34118a834bb432","381","2015-09-29T22:00:00.000Z","a0758000002kNGRAA2","SEK","10000","Id not specified in an update call"
"381-2710e6a1d3b89bc03c20be633826eabb","381","2015-12-13T23:00:00.000Z","a0758000002kNGRAA2","SEK","10000","Id not specified in an update call"
"381-c726a356ec2a9bd25a4127137aa90e57","381","2016-02-13T23:00:00.000Z","a0758000002kNGRAA2","SEK","3000","Id not specified in an update call"
"383-3705baf6716982475cfe78dd2d6eb354","383","2011-12-31T00:00:00.000Z","a0758000002kNGHAA2","USD","3750","Id not specified in an update call"
"383-099fef061ea876aae578ff4754974a81","383","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","27750","Id not specified in an update call"
"383-ece709a49aceb91e5047ee12349692fe","383","2012-12-31T00:00:00.000Z","a0758000002kNGHAA2","USD","9000","Id not specified in an update call"
"383-67549f654cba427b847cc7a81b2cd7c2","383","2013-05-23T04:00:00.000Z","a0758000002kNGHAA2","USD","8000","Id not specified in an update call"
"383-5c9d505df2246a27cb424d8f2f792fd1","383","2013-07-04T04:00:00.000Z","a0758000002kNN5AAM","USD","4000","Id not specified in an update call"
"383-a3a2ccbc993c2c24f26134df3867fee2","383","2013-09-11T04:00:00.000Z","a0758000002kNMRAA2","USD","12200","Id not specified in an update call"
"383-0bef726424b1c51f5f81bb27d6b2ba49","383","2012-10-04T04:00:00.000Z","a0758000002kNMRAA2","USD","19000","Id not specified in an update call"
"383-0bd4a65a199d42c3584954c0432fc8a3","383","2012-08-02T04:00:00.000Z","a0758000002kNN5AAM","USD","5000","Id not specified in an update call"
"383-f9d41f0e34555e3e58da6b5f853ff2ab","383","2014-06-16T04:00:00.000Z","a0758000002kNGHAA2","USD","5000","Id not specified in an update call"
"383-6378a92568d30169e6b6b9e5c05b48c3","383","2014-08-01T04:00:00.000Z","a0758000002kNGHAA2","USD","5000","Id not specified in an update call"
"383-3d81173fd4480a381e81114e7d9fcb6f","383","2014-08-01T04:00:00.000Z","a0758000002kNMRAA2","USD","5000","Id not specified in an update call"
"383-c70e5c8e20c9dffccc7a9dd8223bf160","383","2014-09-29T04:00:00.000Z","a0758000002kNGRAA2","USD","1000","Id not specified in an update call"
"383-ac38979f8adf7563dd82b0430df36ad0","383","2014-10-02T04:00:00.000Z","a0758000002kNGHAA2","USD","2000","Id not specified in an update call"
"383-74c1be2b1c536c5f6423e99429e95347","383","2014-11-13T05:00:00.000Z","a0758000002kNMRAA2","USD","2000","Id not specified in an update call"
"383-56e097413305cd756dc08a6e9c67b64d","383","2014-11-28T05:00:00.000Z","a0758000002kNGHAA2","USD","2000","Id not specified in an update call"
"383-81c25870203589e4c338655df93bb98b","383","2014-11-28T05:00:00.000Z","a0758000002kNGRAA2","USD","1000","Id not specified in an update call"
"383-5f3708d5818d22e949f6bf430b07b8b7","383","2014-11-28T05:00:00.000Z","a0758000002kNJKAA2","USD","1000","Id not specified in an update call"
"383-7a28019c9bf11e0e7abc13d308248e7f","383","2014-12-31T05:00:00.000Z","a0758000002kNN5AAM","USD","500","Id not specified in an update call"
"383-3e896cb27e347b2b38754a356e1f9cb7","383","2014-12-31T05:00:00.000Z","a0758000002kNGHAA2","USD","1000","Id not specified in an update call"
"383-e3787c325c7250ac21b31b6b0037c0c6","383","2015-03-03T05:00:00.000Z","a0758000002kNR0AAM","USD","2000","Id not specified in an update call"
"383-e4a4a648fa2157106c034615520a4564","383","2015-03-03T05:00:00.000Z","a0758000002kNJKAA2","USD","2000","Id not specified in an update call"
"383-e59339bed7517af6a05138df42f420c6","383","2015-03-03T05:00:00.000Z","a0758000002kNMRAA2","USD","2000","Id not specified in an update call"
"383-d41c02e25632a1e12017f3f198b08b84","383","2015-04-21T04:00:00.000Z","a0758000002kNGHAA2","USD","2500","Id not specified in an update call"
"383-a6f228120faacfecf88e53e1f72e8311","383","2015-04-21T04:00:00.000Z","a0758000002kNJKAA2","USD","2500","Id not specified in an update call"
"383-65ae8ad9d58e7a4e824df9faa7e52526","383","2015-05-27T04:00:00.000Z","a0758000002kNGRAA2","USD","500","Id not specified in an update call"
"383-ea7a1dee11d659bec4dea11241d0d7dd","383","2015-07-01T04:00:00.000Z","a0758000002kNGHAA2","USD","2000","Id not specified in an update call"
"383-166b3b27559448f821ef6194a3270c4c","383","2015-11-04T05:00:00.000Z","a0758000002kNJKAA2","USD","10000","Id not specified in an update call"
"383-1eac43fcb120fcb75641dc5b58cabfb4","383","2015-11-04T05:00:00.000Z","a0758000002kNMRAA2","USD","6000","Id not specified in an update call"
"383-0f607061750cb24d5bbe5b2c05fe3daf","383","2015-12-03T05:00:00.000Z","a0758000002kNI9AAM","USD","500","Id not specified in an update call"
"383-ac7e38cc149f34a0431181cebfd62b0d","383","2015-12-03T05:00:00.000Z","a0758000002kNF9AAM","USD","500","Id not specified in an update call"
"383-55f710e1472bac89935b2b546f7c67d4","383","2015-12-03T05:00:00.000Z","a0758000002kNH5AAM","USD","1000","Id not specified in an update call"
"383-12858290d4c4095cf0a5f1a6971d42f6","383","2016-05-21T04:00:00.000Z","a0758000002kNGHAA2","USD","10000","Id not specified in an update call"
"383-d420e745c8a3797515e638d0a93a6839","383","2016-05-22T04:00:00.000Z","a0758000002kNMRAA2","USD","2500","Id not specified in an update call"
"383-c7338eafc93a40491fefd1013701b48b","383","2016-06-14T04:00:00.000Z","a0758000002kNGHAA2","USD","2500","Id not specified in an update call"
"384-69c5bd1f3b1658d8e91d0433898a7bb6","384","2014-10-02T23:00:00.000Z","a0758000002kNNlAAM","GBP","6928","Id not specified in an update call"
"384-e941519fba1c3508bfa8eeb54582dbe8","384","2013-03-11T00:00:00.000Z","a0758000002kNNlAAM","GBP","10000","Id not specified in an update call"
"386-bd20e119a7c9acbc318c1c4c07cacc96","386","2012-12-31T00:00:00.000Z","a0758000002kNGHAA2","USD","5302.35","Id not specified in an update call"
"386-8758bfe1008764f17a1977b705ac054a","386","2012-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","6751.2","Id not specified in an update call"
"386-8b07a82efa8a71dee090614dfd26a1e4","386","2013-02-18T00:00:00.000Z","a0758000002kNJKAA2","USD","5492.82","Id not specified in an update call"
"387-12e7ecfebb9c04fbe86e0db6b90914b4","387","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","1650","Id not specified in an update call"
"387-b4f0da30775eed84c012dd29e1397c13","387","2013-08-06T23:00:00.000Z","a0758000002kNHyAAM","USD","500","Id not specified in an update call"
"387-3934f4015d40dc78a8a941a54c5e9924","387","2013-08-06T23:00:00.000Z","a0758000002kNHyAAM","USD","620","Id not specified in an update call"
"387-0997983add96b9e03fc311296eee7360","387","2014-12-20T05:00:00.000Z","a0758000002kNDHAA2","USD","1000","Id not specified in an update call"
"387-89adbd30e0f84377a6d7d0ad236cc110","387","2014-01-04T05:00:00.000Z","a0758000002kNHwAAM","USD","620","Id not specified in an update call"
"387-2ca8552ddc6ae77b1a29eb69567becd3","387","2014-12-20T05:00:00.000Z","a0758000002kNHwAAM","USD","1000","Id not specified in an update call"
"387-7b98f3fd1e2cc3ca74ad572c45f23c0e","387","2014-12-20T05:00:00.000Z","a0758000002kNHyAAM","USD","2500","Id not specified in an update call"
"387-b97f829ba1f464832ecf1b9ccd4eba41","387","2015-12-15T05:00:00.000Z","a0758000002kNDHAA2","USD","2500","Id not specified in an update call"
"387-f92d47536090d450d29472d51163cd98","387","2015-12-15T05:00:00.000Z","a0758000002kNOvAAM","USD","2500","Id not specified in an update call"
"390-31e9abcfa82a3924586753bfed2e4ef4","390","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","800","Id not specified in an update call"
"390-021598466698c2088e22c401e45e2116","390","2014-10-15T23:00:00.000Z","a0758000002kNDHAA2","USD","0.1","Id not specified in an update call"
"390-53754025261bcf9a1b71d90a747fdc7a","390","2013-10-15T23:00:00.000Z","a0758000002kNDHAA2","USD","0.1","Id not specified in an update call"
"390-e201c88175e49b35b2f03b52081b1288","390","2012-10-15T23:00:00.000Z","a0758000002kNDHAA2","USD","0.1","Id not specified in an update call"
"392-82d72f0954a32de74bcb07c87d7e4a0d","392","2011-12-31T00:00:00.000Z","a0758000002kNGHAA2","USD","98.28","Id not specified in an update call"
"392-68c4e7cb71ef950baf601be7103ee1f3","392","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","158.5","Id not specified in an update call"
"393-633a495e911773eb138eaf275791e596","393","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","7663.5","Id not specified in an update call"
"393-f2ee6486ff6d4e424592ca7faab406cb","393","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","49976.5","Id not specified in an update call"
"393-f53990b5bc5118a3dfda14373cf77eb5","393","2012-06-19T22:00:00.000Z","a0758000002kNNlAAM","EUR","5000","Id not specified in an update call"
"393-7c60a66b2100d9a5a399968b3dbf241a","393","2012-09-16T22:00:00.000Z","a0758000002kNNlAAM","EUR","5087","Id not specified in an update call"
"393-9c325b48719ffabea685e0a2152e71aa","393","2012-12-01T23:00:00.000Z","a0758000002kNJKAA2","EUR","3100","Id not specified in an update call"
"393-9622378a203568021a1b7711b6c866ac","393","2012-12-01T23:00:00.000Z","a0758000002kNMBAA2","EUR","8400","Id not specified in an update call"
"393-4212e3986737b94398e46361cbc6bc62","393","2012-06-29T22:00:00.000Z","a0758000002kNPiAAM","EUR","4000","Id not specified in an update call"
"393-80c70473e1cdd09708880679af4371d9","393","2012-12-01T23:00:00.000Z","a0758000002kNKiAAM","EUR","6000","Id not specified in an update call"
"393-527a35cfa3604853955d2bb00def3833","393","2012-12-01T23:00:00.000Z","a0758000002kNNvAAM","EUR","13000","Id not specified in an update call"
"393-e1756dccf2f2b4f4b8d55885ccf2042a","393","2013-11-30T23:00:00.000Z","a0758000002kNMBAA2","EUR","11400","Id not specified in an update call"
"393-df851d48a4b4a9c82737e91bb8c0c5ee","393","2013-06-12T22:00:00.000Z","a0758000002kNNlAAM","EUR","4800","Id not specified in an update call"
"393-1bd91fc18896a780d1621b8387871eb6","393","2013-11-30T23:00:00.000Z","a0758000002kNPiAAM","EUR","4000","Id not specified in an update call"
"393-12343d686daed3b1d2c716cacb4024cd","393","2013-11-30T23:00:00.000Z","a0758000002kNKiAAM","EUR","6000","Id not specified in an update call"
"393-6b5f52969a685323007b7099d29cdf14","393","2013-11-30T23:00:00.000Z","a0758000002kNNvAAM","EUR","18200","Id not specified in an update call"
"393-cfde3e184d1263c65ebc211fd7c23ea5","393","2014-01-27T23:00:00.000Z","a0758000002kNNlAAM","EUR","4884","Id not specified in an update call"
"393-7f42b3823a0bb256484523bd831e78a2","393","2014-01-27T23:00:00.000Z","a0758000002kNKwAAM","EUR","1000","Id not specified in an update call"
"393-70298f001adac23e68244a4d902d01a5","393","2014-12-29T23:00:00.000Z","a0758000002kNMBAA2","EUR","15500","Id not specified in an update call"
"393-774ca45155228ed5368493c82e349e59","393","2014-12-29T23:00:00.000Z","a0758000002kNPdAAM","EUR","2000","Id not specified in an update call"
"393-fc5f18082afafc17e53d64f48e95c973","393","2014-12-29T23:00:00.000Z","a0758000002kNKxAAM","EUR","1300","Id not specified in an update call"
"393-fdf0398924d9fc5cd592a4b944ac9e37","393","2014-12-29T23:00:00.000Z","a0758000002kNKiAAM","EUR","3000","Id not specified in an update call"
"393-4f8f06a60e7e5104e7e913b156eb271e","393","2014-12-29T23:00:00.000Z","a0758000002kNFwAAM","EUR","1200","Id not specified in an update call"
"393-800480724756e430b33949f1f0920aee","393","2014-12-29T23:00:00.000Z","a0758000002kNFxAAM","EUR","7550","Id not specified in an update call"
"393-6827bf845fd2b1d31bb58620b6fdb69f","393","2015-05-20T22:00:00.000Z","a0758000002kNMBAA2","EUR","10000","Id not specified in an update call"
"393-230ea8333e2a5b21bac91d2dc37ab008","393","2015-05-04T22:00:00.000Z","a0758000002kNJKAA2","EUR","4600","Id not specified in an update call"
"393-6af3f4da0f115286df3d7abc1abfaf0c","393","2014-12-29T23:00:00.000Z","a0758000002kNNvAAM","EUR","2100","Id not specified in an update call"
"393-5f85b07fd39d3108e4f5e7b80a5b035a","393","2014-05-29T22:00:00.000Z","a0758000002kNEyAAM","EUR","5100","Id not specified in an update call"
"393-77c3eb3402d94ab28fe09b795fe01215","393","2014-01-27T00:00:00.000Z","a0758000002kNNlAAM","EUR","4884","Id not specified in an update call"
"393-c934de44a1248c2f18df1eae2e31a4cb","393","2014-01-27T00:00:00.000Z","a0758000002kNKwAAM","EUR","1000","Id not specified in an update call"
"393-50ddabe8ca734e1d52885434d1ef5743","393","2014-05-28T23:00:00.000Z","a0758000002kNEyAAM","EUR","5100","Id not specified in an update call"
"393-50a4c8f0e6081cbec6e4b01d26b7f866","393","2014-12-29T00:00:00.000Z","a0758000002kNMBAA2","EUR","15500","Id not specified in an update call"
"393-7de9038daa753c1e0db93baea5d968c4","393","2014-12-29T00:00:00.000Z","a0758000002kNPdAAM","EUR","2000","Id not specified in an update call"
"393-9b6aaf11d454edf6af28301172f9ff7c","393","2014-12-29T00:00:00.000Z","a0758000002kNKhAAM","EUR","3000","Id not specified in an update call"
"393-e2220983f8ea2d76f2d75c87b72c2c75","393","2014-12-29T00:00:00.000Z","a0758000002kNKxAAM","EUR","1300","Id not specified in an update call"
"393-83670cb3aa047229e2bc8e630a3f7c30","393","2014-12-29T00:00:00.000Z","a0758000002kNFwAAM","EUR","1200","Id not specified in an update call"
"393-172fb610da7d9efc3c0692aecfd03d21","393","2014-12-29T00:00:00.000Z","a0758000002kNEyAAM","EUR","7550","Id not specified in an update call"
"393-995d15d3f841e2e003c4088e28a91af1","393","2014-12-29T00:00:00.000Z","a0758000002kNNvAAM","EUR","2100","Id not specified in an update call"
"393-f4fbff60fe1dd5c81be86909c1baf822","393","2015-11-05T23:00:00.000Z","a0758000002kNPgAAM","EUR","5000","Id not specified in an update call"
"393-9b17d8442bc550c28fb72fe573cce0fd","393","2015-12-02T23:00:00.000Z","a0758000002kNGHAA2","EUR","4600","Id not specified in an update call"
"393-00589f26e271a818dddd1f0f6ff2ed82","393","2015-12-27T23:00:00.000Z","a0758000002kNEzAAM","EUR","5000","Id not specified in an update call"
"393-d83d520c61687c44440a18f3c00c72db","393","2016-05-08T22:00:00.000Z","a074E000000Hz57QAC","EUR","5000","Id not specified in an update call"
"393-1b1a5beca48dc940598a738332c0a1df","393","2016-05-08T22:00:00.000Z","a0758000002kNIAAA2","EUR","500","Id not specified in an update call"
"394-29179ef24d030057aa1b12d64f233a6c","394","2012-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","28613.5","Id not specified in an update call"
"396-2d19e91708ff7cdbe1649974356212e9","396","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","13000","Id not specified in an update call"
"396-a65bf1fecf533bdc1a0a7625076a4d48","396","2013-11-06T00:00:00.000Z","a0758000002kNGHAA2","USD","2000","Id not specified in an update call"
"396-baf19480080bb68c010f2bcca01354b7","396","2013-10-07T23:00:00.000Z","a0758000002kNMyAAM","USD","2000","Id not specified in an update call"
"396-a3d6cc3c996f10bb0d946cfc877e9440","396","2013-08-05T23:00:00.000Z","a0758000002kNN5AAM","USD","2000","Id not specified in an update call"
"396-ba86358d95ce1fa8c11bddd3eadbd51e","396","2013-10-07T23:00:00.000Z","a0758000002kNL2AAM","USD","5000","Id not specified in an update call"
"396-4e3dd9521c1d4f93406e515e64b3a421","396","2014-11-07T08:00:00.000Z","a0758000002kNNlAAM","USD","8000","Id not specified in an update call"
"396-31c4bbad563d09d567506bb28ebb5142","396","2014-12-29T08:00:00.000Z","a0758000002kNGHAA2","USD","5000","Id not specified in an update call"
"396-fc3cdd9a0dae7a0b976cd66d9fb08ee4","396","2014-05-01T07:00:00.000Z","a0758000002kNL2AAM","USD","5000","Id not specified in an update call"
"396-4f3935b47dc5ece592bf29b7e0dcc5bf","396","2015-02-12T08:00:00.000Z","a0758000002kNL2AAM","USD","5000","Id not specified in an update call"
"396-13693c99285f624e18893fa9a266877e","396","2012-01-11T13:00:00.000Z","a0758000002kNL2AAM","USD","5000","Id not specified in an update call"
"396-8898dd4720bb77a8f039c27698f537b1","396","2013-12-24T13:00:00.000Z","a0758000002kNN5AAM","USD","2000","Id not specified in an update call"
"396-f967f6dcb06c0cefd996b1a27e246d8f","396","2012-12-28T13:00:00.000Z","a0758000002kNGHAA2","USD","4000","Id not specified in an update call"
"396-795ea8c0fd53eb6f21c57fbafc331b37","396","2014-02-20T13:00:00.000Z","a0758000002kNCqAAM","USD","2500","Id not specified in an update call"
"396-0c8b3b0fc383de2145167803f1c3a4c2","396","2014-12-30T13:00:00.000Z","a0758000002kNN5AAM","USD","2000","Id not specified in an update call"
"396-2526f78b68686444a56526c31fc35cab","396","2015-12-25T16:00:00.000Z","a0758000002kNDHAA2","USD","11698.4","Id not specified in an update call"
"396-480efb71ee5bf74795f046ba0d59c0d4","396","2015-10-10T16:00:00.000Z","a0758000002kNGHAA2","USD","2770","Id not specified in an update call"
"396-d6c67ff9a3a78b51648255bd7228276e","396","2015-08-14T16:00:00.000Z","a0758000002kNF9AAM","USD","4860","Id not specified in an update call"
"399-660eb6332b7d45d4e74e5d7f23355ef2","399","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","257.4","Id not specified in an update call"
"401-12c2f7058dbd2336115f5f6225d69d12","401","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","198.4","Id not specified in an update call"
"401-892f0be1a076adbdc402e8272db7d3b6","401","2014-03-06T00:00:00.000Z","a0758000002kNCqAAM","GBP","300","Id not specified in an update call"
"401-eec94369cd1433124e5c5da7a5e3aa7f","401","2015-05-22T23:00:00.000Z","a0758000002kNDHAA2","GBP","500","Id not specified in an update call"
"403-79694231204df84e5b1dfdb2c4932069","403","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","300","Id not specified in an update call"
"404-81980a07a2ab63553f65485b1333405e","404","2012-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","4000","Id not specified in an update call"
"404-4f4d3a93b541a01fb3b687da95e33a57","404","2013-10-19T23:00:00.000Z","a0758000002kNCqAAM","USD","4000","Id not specified in an update call"
"404-a0dc1e54b2ec5daf4e591b7e610eb263","404","2013-10-19T23:00:00.000Z","a0758000002kNNVAA2","USD","4000","Id not specified in an update call"
"404-336de288ae2d396489171fd38a0b36af","404","2013-10-19T23:00:00.000Z","a0758000002kNDHAA2","USD","2000","Id not specified in an update call"
"404-63ce6443a9b53a8f480b73fccf79c4af","404","2014-10-19T23:00:00.000Z","a0758000002kNCqAAM","USD","4000","Id not specified in an update call"
"404-7a26d96e6b89ba22024727ddd259a20d","404","2014-10-19T23:00:00.000Z","a0758000002kNNVAA2","USD","2000","Id not specified in an update call"
"404-35e2e67ec31bf89da46b0774dac67da5","404","2014-10-19T23:00:00.000Z","a0758000002kNNlAAM","USD","5000","Id not specified in an update call"
"404-9846018fbb1bbf1dac938e2598674d25","404","2015-12-04T05:00:00.000Z","a0758000002kNDHAA2","USD","500","Id not specified in an update call"
"404-0abddd8f3ca48e1843cd78113a9cbce1","404","2015-12-07T05:00:00.000Z","a0758000002kNHyAAM","USD","11096","Id not specified in an update call"
"404-0f2aee1af4ecce9279e88b34132e4d26","404","2015-05-05T04:00:00.000Z","a0758000002kNCqAAM","USD","2000","Id not specified in an update call"
"406-27e9057e5b169802e56d9f85e4dbf481","406","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","20","Id not specified in an update call"
"406-93f1814e093f59a881b0eb9e717eb5e5","406","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","60","Id not specified in an update call"
"410-582340dbb38429341a974d1473787525","410","2011-12-31T00:00:00.000Z","a0758000002kNGHAA2","USD","119","Id not specified in an update call"
"410-ca7872d8a7d4dcd63fc2f9d95d6557b8","410","2015-06-07T12:00:00.000Z","a0758000002kNI9AAM","NZD","2000","Id not specified in an update call"
"411-28f9dec560a27015c903b5d775ca9fac","411","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","265.2","Id not specified in an update call"
"411-49b5e465040233efc3f9b48d1376f997","411","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","265.2","Id not specified in an update call"
"411-24c080bdb438f8be51e27a2a5d0391b3","411","2011-12-31T00:00:00.000Z","a0758000002kNGHAA2","GBP","265.2","Id not specified in an update call"
"411-d68b8ddac1bfbdf188c41d5c1761bcd2","411","2011-12-31T00:00:00.000Z","a0758000002kNF9AAM","GBP","265.2","Id not specified in an update call"
"411-c5691cf64f5a29570862f41ad64eb604","411","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","158.5","Id not specified in an update call"
"411-d491514207871631b82bf1009288fbc9","411","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","158.5","Id not specified in an update call"
"411-1ef7ff3b310496ecc3bafbad558218a9","411","2012-12-31T00:00:00.000Z","a0758000002kNGHAA2","USD","79.25","Id not specified in an update call"
"411-10894e3e5b455ecfc11aac0ba59acbf7","411","2012-12-31T00:00:00.000Z","a0758000002kNF9AAM","USD","2139.75","Id not specified in an update call"
"411-db24144e5ffeae8f700aefd51af1ac25","411","2012-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","74.5","Id not specified in an update call"
"411-060803df8fdb622b0067f042181cf598","411","2013-12-13T00:00:00.000Z","a0758000002kNF9AAM","GBP","1583","Id not specified in an update call"
"411-d899cc13a8d446d1d067fc365f4fc4fe","411","2013-11-13T00:00:00.000Z","a0758000002kNF9AAM","GBP","150","Id not specified in an update call"
"411-0b65afd703c57afc63e72fcbb878f346","411","2014-03-26T00:00:00.000Z","a0758000002kNF9AAM","GBP","106","Id not specified in an update call"
"411-1f45586c305b8f16f0cb8ceddb3f38b7","411","2015-12-31T00:00:00.000Z","a0758000002kNHaAAM","GBP","2000","Id not specified in an update call"
"411-46afa05e1bf96cab5b7037956e86866c","411","2014-12-31T00:00:00.000Z","a0758000002kNF9AAM","GBP","2000","Id not specified in an update call"
"411-39d7eedd7afc92ea49caf2ea45477982","411","2015-07-30T23:00:00.000Z","a0758000002kNF9AAM","GBP","1225","Id not specified in an update call"
"412-7fda9dd73a81e3d3ed761654a8ca1b44","412","2015-02-27T00:00:00.000Z","a0758000002kNNlAAM","GBP","3125","Id not specified in an update call"
"412-74af4eb1da412f144798b0c3af2fb68b","412","2015-02-27T00:00:00.000Z","a0758000002kNDHAA2","GBP","3125","Id not specified in an update call"
"412-64f0b503dd4638ceaebd292a8bf65e58","412","2013-03-21T00:00:00.000Z","a0758000002kNDHAA2","GBP","1000","Id not specified in an update call"
"412-4cb8e84b640b609479786d7370a358ff","412","2016-01-27T00:00:00.000Z","a074E000000Hz57QAC","GBP","6250","Id not specified in an update call"
"412-9c673c362db18eb4c91b814549857e08","412","2016-02-08T00:00:00.000Z","a0758000002kNClAAM","GBP","1250","Id not specified in an update call"
"413-0c2ba609218deefbee6ca41508699490","413","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","1405","Id not specified in an update call"
"413-a0ea5c72319e83a21672e83ea5899d1b","413","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","1800","Id not specified in an update call"
"413-0f0dbb36680497a7d51da1bad4b49bcf","413","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","200","Id not specified in an update call"
"416-7bca848f2440d45bce8e79fbfbe989ea","416","2011-12-31T00:00:00.000Z","a0758000002kNGHAA2","USD","7000","Id not specified in an update call"
"416-d098b0cade839eca3fd47bf7cf8e52d4","416","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","2521","Id not specified in an update call"
"416-88864d40bcb5b6960fecba453626058e","416","2014-08-06T07:00:00.000Z","a0758000002kNGHAA2","USD","8500","Id not specified in an update call"
"416-ea55541ed63a7bd3f7d401a15aeb7bfa","416","2012-02-29T08:00:00.000Z","a0758000002kNGHAA2","USD","8200","Id not specified in an update call"
"416-b5d021e54df7e2907dc6f950f6135cec","416","2013-04-22T07:00:00.000Z","a0758000002kNGHAA2","USD","8200","Id not specified in an update call"
"416-9f3fa953929e77ceb14c5eb3a1891303","416","2013-06-24T07:00:00.000Z","a0758000002kNOFAA2","USD","1000","Id not specified in an update call"
"416-7f7f81c49c3459b47036ae2003be74b8","416","2013-04-22T07:00:00.000Z","a0758000002kNQKAA2","USD","500","Id not specified in an update call"
"416-457a52a233218d1d43594223d5a8714f","416","2015-12-13T06:00:00.000Z","a0758000002kNGHAA2","USD","6600","Id not specified in an update call"
"416-bef0023924b1b3c7792178d5b98a891b","416","2016-06-05T05:00:00.000Z","a0758000002kNDHAA2","USD","12300","Id not specified in an update call"
"416-13c90c4fb487f9fcc14dbbd9e45da8ad","416","2016-06-05T05:00:00.000Z","a0758000002kNEGAA2","USD","2700","Id not specified in an update call"
"418-dae8125a5c7c7252d1211a689d74f85d","418","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","156.2","Id not specified in an update call"
"419-0689165a1ca575b14c676d4fa9984139","419","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","5500","Id not specified in an update call"
"419-c2a6b6a090e308625cba3a6308fc27ba","419","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","792.5","Id not specified in an update call"
"419-7c49ae9150bb7ac71c3fd840d9459d2f","419","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","7608","Id not specified in an update call"
"419-30758ac5778bd3f68e36de41a6b24e8d","419","2013-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","4800","Id not specified in an update call"
"419-36db3daa06a4e469c59e7803a98af3d6","419","2013-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","1200","Id not specified in an update call"
"419-26b6e35693b2506383f53d79f68194f1","419","2014-12-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","4800","Id not specified in an update call"
"419-debf4d9f3bddb25b8112674dc2ecd944","419","2014-12-30T23:00:00.000Z","a0758000002kNDHAA2","GBP","1200","Id not specified in an update call"
"419-635805368588c3ef2dfc0bc8860d634f","419","2015-12-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","4800","Id not specified in an update call"
