"DONATION_MD5_HASH","DONATION_CONTACT_ID","DONATION_TIMESTAMP","DONATION_TARGET","DONATION_CURRENCY","DONATION_AMOUNT","ERROR"
"253-e568f4090f1e23b01349158ded77f2b9","253","2013-10-14T23:00:00.000Z","a0758000002kNMsAAM","USD","5000","Id not specified in an update call"
"253-ad3ed72da4a5398978f6575cda74cfd5","253","2013-11-05T00:00:00.000Z","a0758000002kNJIAA2","USD","18000","Id not specified in an update call"
"253-fa80ec1a914ed078c00ca20d2a5eb3b9","253","2013-09-08T23:00:00.000Z","a0758000002kNPuAAM","USD","5000","Id not specified in an update call"
"253-abce8e70505374bb188c922d0fb9b665","253","2013-11-04T00:00:00.000Z","a0758000002kNOwAAM","USD","5200","Id not specified in an update call"
"253-ad0aa1e2e47aac8b11bd5323cef18d9a","253","2013-07-07T23:00:00.000Z","a0758000002kNQIAA2","USD","390","Id not specified in an update call"
"253-72bce2b22f86901954e031e9c8b6813f","253","2013-08-13T23:00:00.000Z","a0758000002kNCrAAM","USD","1800","Id not specified in an update call"
"253-098f223bf8547523b680cc13303a41c9","253","2013-09-17T23:00:00.000Z","a0758000002kNPCAA2","USD","2500","Id not specified in an update call"
"253-71ae53c9a476efeba07b064ef9189da5","253","2013-08-12T23:00:00.000Z","a0758000002kNITAA2","USD","1000","Id not specified in an update call"
"253-bcf98613778125722e680b9cc9ad897c","253","2013-07-08T23:00:00.000Z","a0758000002kNEOAA2","USD","1000","Id not specified in an update call"
"253-dbfa701d50e1b9b6fb9d6938ef5b52e9","253","2014-12-15T05:00:00.000Z","a0758000002kNDHAA2","USD","10000","Id not specified in an update call"
"253-dcab2af8159bb0868585b9d9e913bca0","253","2014-12-15T05:00:00.000Z","a0758000002kNHwAAM","USD","10000","Id not specified in an update call"
"253-6ef52b5bac8bb823e91b336f6897f79c","253","2014-12-15T05:00:00.000Z","a0758000002kNHyAAM","USD","10000","Id not specified in an update call"
"253-2a92c7ad1746c3507dfee31521a96e30","253","2014-12-15T05:00:00.000Z","a0758000002kNMBAA2","USD","75000","Id not specified in an update call"
"253-d31a4ebcbd2c9c635031050605ad05c2","253","2014-12-15T05:00:00.000Z","a0758000002kNHLAA2","USD","5000","Id not specified in an update call"
"253-bc0b30239aa2e0fc47a88e5cc10ed82a","253","2014-12-15T05:00:00.000Z","a0758000002kNOvAAM","USD","5000","Id not specified in an update call"
"253-29e81a9898c4933921fcae1d51e550b0","253","2014-12-15T05:00:00.000Z","a0758000002kNQpAAM","USD","5000","Id not specified in an update call"
"253-a0b7081dd784e41d0be4704621809d83","253","2014-12-15T05:00:00.000Z","a0758000002kNL0AAM","USD","5000","Id not specified in an update call"
"253-f1c3996c7fcf85d8ab174cfb154a1e4b","253","2014-12-15T05:00:00.000Z","a0758000002kNPCAA2","USD","3000","Id not specified in an update call"
"253-a3b2299c4272e67c6eda8e2fe9234364","253","2015-12-08T05:00:00.000Z","a0758000002kNDHAA2","USD","6000","Id not specified in an update call"
"253-79400f3d7de7484749d913a3e59d9660","253","2015-12-01T05:00:00.000Z","a0758000002kNMBAA2","USD","80000","Id not specified in an update call"
"253-12c321385e104015dbeac421bfb9d708","253","2015-12-14T05:00:00.000Z","a0758000002kNF9AAM","USD","1000","Id not specified in an update call"
"253-535eeb2fa43ae60fb67ab4ca27422b18","253","2015-12-08T05:00:00.000Z","a0758000002kNHLAA2","USD","10000","Id not specified in an update call"
"253-348cab811e50bcb7f00893f48daedc90","253","2015-12-14T05:00:00.000Z","a0758000002kNDkAAM","USD","10000","Id not specified in an update call"
"253-5a1f7801ebe8055fb02ae905bac4c933","253","2015-12-14T05:00:00.000Z","a0758000002kNL0AAM","USD","10000","Id not specified in an update call"
"253-0e3bac532819fa2074ffac9a8bcc0c32","253","2015-12-14T05:00:00.000Z","a0758000002kND9AAM","USD","10000","Id not specified in an update call"
"253-450618dcb0f688a0f5e60e347c8b2a3c","253","2015-12-14T05:00:00.000Z","a0758000002kNOvAAM","USD","5000","Id not specified in an update call"
"253-e68a3756a8033263c70bd02b8e00276b","253","2015-12-14T05:00:00.000Z","a0758000002kNDlAAM","USD","5000","Id not specified in an update call"
"253-c3475f4ad864e29d36ec71293e7f6589","253","2015-12-14T05:00:00.000Z","a0758000002kNPCAA2","USD","2000","Id not specified in an update call"
"253-9291e16d445c2d660e0c2654c8385483","253","2015-12-14T05:00:00.000Z","a074E000000Hz57QAC","USD","10000","Id not specified in an update call"
"255-8d64561daac7b1a5c4f3590b9336c22e","255","2011-12-30T05:00:00.000Z","a0758000002kNM7AAM","USD","5100","Id not specified in an update call"
"255-5c362234abb34c190aa8d9cf27f717ae","255","2012-12-30T05:00:00.000Z","a0758000002kNDHAA2","USD","28000","Id not specified in an update call"
"255-1b9d68f6716b31ed4ff2c38c26697660","255","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","7000","Id not specified in an update call"
"255-e17333ad8a56d38720a83aca74c2e0ee","255","2012-12-30T05:00:00.000Z","a0758000002kNM7AAM","USD","500","Id not specified in an update call"
"255-027b13da494ca8ba04acfe7d55d63059","255","2014-06-29T21:00:00.000Z","a0758000002kNJXAA2","USD","10000","Id not specified in an update call"
"255-1fc8b51962cd42fccf745e04ae8f3dfc","255","2014-05-29T21:00:00.000Z","a0758000002kNHwAAM","USD","10000","Id not specified in an update call"
"255-866c0439926fd5c02a77fa83ccf9ee24","255","2014-05-29T21:00:00.000Z","a0758000002kNPKAA2","USD","8000","Id not specified in an update call"
"255-85aa684ebada4df67092d26049b7e05d","255","2014-05-29T21:00:00.000Z","a0758000002kNGHAA2","USD","5000","Id not specified in an update call"
"255-1e115b8b0395b02faed2e647ae0fc516","255","2014-05-29T04:00:00.000Z","a0758000002kNNlAAM","USD","1500","Id not specified in an update call"
"255-9021c87b920e76f9d67bf319e7938feb","255","2014-05-29T21:00:00.000Z","a0758000002kNR6AAM","USD","1500","Id not specified in an update call"
"255-f4be7368335ead109275ab35da27e5fe","255","2014-05-29T21:00:00.000Z","a0758000002kNR2AAM","USD","250","Id not specified in an update call"
"255-a9033b4081dc51c754c387b6e1185bb5","255","2014-05-29T21:00:00.000Z","a0758000002kNRBAA2","USD","200","Id not specified in an update call"
"255-3a4a191b73c750c25cecf4b76f85fdb5","255","2014-10-06T04:00:00.000Z","a0758000002kNMBAA2","USD","3000","Id not specified in an update call"
"255-b51ad47b599379c147d692b2fccf13b0","255","2009-05-29T21:00:00.000Z","a0758000002kNQxAAM","USD","6000","Id not specified in an update call"
"255-4bc5c4d9a4b7fa1c1739ad60f231620c","255","2009-05-29T21:00:00.000Z","a0758000002kNRAAA2","USD","2600","Id not specified in an update call"
"255-7e797d7e2d09d1be1958754525f07ee1","255","2009-05-29T21:00:00.000Z","a0758000002kNMBAA2","USD","3000","Id not specified in an update call"
"255-e0d99a19cefeb1b7ab488e5228bd4307","255","2009-05-29T21:00:00.000Z","a0758000002kNRLAA2","USD","600","Id not specified in an update call"
"255-3a5fb93b5be02f6df26b2dc842174416","255","2009-05-29T21:00:00.000Z","a0758000002kNR5AAM","USD","500","Id not specified in an update call"
"255-503bd9dd43a793e97d9ea075aa92d72f","255","2010-05-29T21:00:00.000Z","a0758000002kNRGAA2","USD","3000","Id not specified in an update call"
"255-b5296bbb9a30c01f1824211ee1dcca4a","255","2010-05-29T21:00:00.000Z","a0758000002kNRLAA2","USD","500","Id not specified in an update call"
"255-80e2f7d7b60821e0448b0af82a26bff8","255","2010-05-29T21:00:00.000Z","a0758000002kNQmAAM","USD","100","Id not specified in an update call"
"255-40835f1e7c271976f004cf0b07b3f32a","255","2013-05-29T21:00:00.000Z","a0758000002kNDHAA2","USD","10000","Id not specified in an update call"
"255-e9c85bfab68e817ebdf0a3b8c35f7f22","255","2013-05-29T21:00:00.000Z","a0758000002kNMcAAM","USD","12888","Id not specified in an update call"
"255-46e1e460d0fe1192cf19a5859b94f760","255","2013-05-29T21:00:00.000Z","a0758000002kNHwAAM","USD","8000","Id not specified in an update call"
"255-9684208bd821c4839c4eab0e93812b7a","255","2013-05-29T21:00:00.000Z","a0758000002kNRLAA2","USD","300","Id not specified in an update call"
"255-7b24ef086f6e26d7b81402759248ca8f","255","2010-05-29T21:00:00.000Z","a0758000002kNMBAA2","USD","3000","Id not specified in an update call"
"255-3b2f963df8a928470a0ed52e7c273e20","255","2011-03-13T05:00:00.000Z","a0758000002kNMBAA2","USD","5000","Id not specified in an update call"
"255-73f78a1c67ac274e53ae77dc9f4dcdd8","255","2012-05-29T04:00:00.000Z","a0758000002kNMBAA2","USD","18000","Id not specified in an update call"
"255-e524215d6b3d4dc387fa8f228e2802b4","255","2013-05-29T21:00:00.000Z","a0758000002kNMBAA2","USD","3000","Id not specified in an update call"
"255-958cdff6e085db267987b64564e1c7d8","255","2015-05-29T21:00:00.000Z","a0758000002kNRHAA2","USD","1500","Id not specified in an update call"
"255-f5266fe644049d8f860b0311e67e0eed","255","2015-05-29T21:00:00.000Z","a0758000002kNR6AAM","USD","1500","Id not specified in an update call"
"255-b449f15cd739522fccf5b0a2fc840d96","255","2015-05-29T04:00:00.000Z","a0758000002kNMsAAM","USD","1500","Id not specified in an update call"
"255-4991c1735898fe6a2f47de5727cf9811","255","2016-02-28T05:00:00.000Z","a0758000002kNDHAA2","USD","4500","Id not specified in an update call"
"255-a9319562b18e0631a2b1a83cb2ee8a10","255","2016-02-28T05:00:00.000Z","a0758000002kNMsAAM","USD","2500","Id not specified in an update call"
"255-546da6fea8b38c503e76cfbb3da6b9be","255","2015-07-28T04:00:00.000Z","a074E000000Hz57QAC","USD","1000","Id not specified in an update call"
"255-7f9708afa173fdd39fc47f881fcbc325","255","2015-10-06T04:00:00.000Z","a0758000002kNDHAA2","USD","4525","Id not specified in an update call"
"255-8774d312573075dd9d64d6686ffd59fc","255","2015-10-06T04:00:00.000Z","a0758000002kNNlAAM","USD","810","Id not specified in an update call"
"255-78493c5e136aaefeea145c1123abf5f8","255","2015-10-06T04:00:00.000Z","a0758000002kNF9AAM","USD","3470","Id not specified in an update call"
"255-9ade3063dd6a4d89c1945355de4d52b2","255","2015-11-20T05:00:00.000Z","a0758000002kNDHAA2","USD","10000","Id not specified in an update call"
"255-628af1f3e642e0f8e07b7cadbf002c3d","255","2015-11-20T05:00:00.000Z","a074E000000Hz57QAC","USD","5000","Id not specified in an update call"
"255-65ffa6e26a671c9ef413b7a5e52208a4","255","2015-12-10T05:00:00.000Z","a074E000000Hz57QAC","USD","2000","Id not specified in an update call"
"255-dacbc532d12693c525cb40db0379ddd1","255","2015-12-18T05:00:00.000Z","a0758000002kNMyAAM","USD","5000","Id not specified in an update call"
"255-6bf9151ffb92090886b900f9e88a10ce","255","2015-12-18T05:00:00.000Z","a0758000002kND9AAM","USD","3000","Id not specified in an update call"
"255-c8b8e77d1f0a4034b0b960fafe907dec","255","2015-12-21T05:00:00.000Z","a074E000000Hz57QAC","USD","1500","Id not specified in an update call"
"255-0fdb3adcfd7ab355669ab186d7cdf93b","255","2015-12-23T05:00:00.000Z","a0758000002kNJIAA2","USD","720","Id not specified in an update call"
"255-f142ab0fb9c278309268146a1756414b","255","2015-10-15T04:00:00.000Z","a0758000002kNMBAA2","USD","3000","Id not specified in an update call"
"255-b2e24eccfcbddc5c042a1360d2509f5c","255","2011-04-13T04:00:00.000Z","a0758000002kNMcAAM","USD","6900","Id not specified in an update call"
"255-b96cafc1b17c7940daa34788f393c5e7","255","2011-10-06T04:00:00.000Z","a074E000000Hz57QAC","USD","1000","Id not specified in an update call"
"255-988678f9b23072744212165457280252","255","2011-03-13T05:00:00.000Z","a0758000002kNNlAAM","USD","2000","Id not specified in an update call"
"255-e3542a79579a236ba9207b28f6dc5257","255","2011-03-12T05:00:00.000Z","a074E000000Hz57QAC","USD","12000","Id not specified in an update call"
"255-eaac8648e51f4a9386d51973edc6937f","255","2011-03-13T05:00:00.000Z","a074E000000Hz57QAC","USD","4000","Id not specified in an update call"
"256-3b2fcd624ddd1d762a3842e795e403e0","256","2009-01-30T00:00:00.000Z","a0758000002kNMyAAM","USD","60460","Id not specified in an update call"
"256-a7039cd360e1ab0a59759cdf71a329bc","256","2010-01-27T00:00:00.000Z","a0758000002kNGHAA2","USD","35000","Id not specified in an update call"
"256-67eb0862a57f20bc8e2b64d5235c76a9","256","2011-01-27T00:00:00.000Z","a0758000002kNR1AAM","USD","55000","Id not specified in an update call"
"256-b9a15e291938d9607660a4daf7190499","256","2012-01-27T00:00:00.000Z","a0758000002kNR1AAM","USD","50157","Id not specified in an update call"
"256-00a285a263fc86caad24f6748a151502","256","2013-01-27T00:00:00.000Z","a0758000002kNR1AAM","USD","60000","Id not specified in an update call"
"256-0b10a32d95fbd2ea4d7a74792be0aa13","256","2014-01-27T00:00:00.000Z","a0758000002kNR1AAM","USD","100000","Id not specified in an update call"
"258-aa66e5aa26dece7b294586f769ad8f08","258","2011-03-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","3750","Id not specified in an update call"
"258-d56f30c9a99bbac3d9099ba7b68662e8","258","2012-03-21T00:00:00.000Z","a0758000002kNNlAAM","GBP","312.5","Id not specified in an update call"
"258-afb355363049f4124e0c0bf8ab5eba1a","258","2012-04-04T23:00:00.000Z","a0758000002kNNlAAM","GBP","12500","Id not specified in an update call"
"258-580a56dc59234ef923d65ad534747678","258","2012-05-13T23:00:00.000Z","a0758000002kNNlAAM","GBP","737.5","Id not specified in an update call"
"258-7b4407daa57c7790f98f9ed5ecfcbabb","258","2013-04-04T23:00:00.000Z","a0758000002kNNlAAM","GBP","11250","Id not specified in an update call"
"258-94242ffbe06e78e98f71a359812e337f","258","2013-09-22T23:00:00.000Z","a0758000002kNDHAA2","GBP","235","Id not specified in an update call"
"258-ffe8d7d00aecd67e703c07a9f5f6d283","258","2014-04-01T23:00:00.000Z","a0758000002kNNlAAM","GBP","9330","Id not specified in an update call"
"258-788d19c6535bd7544ec4ca1e46aecae7","258","2010-01-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","12500","Id not specified in an update call"
"258-9fa42aae473ad098940f33a50d7277fb","258","2015-03-31T23:00:00.000Z","a0758000002kNF9AAM","GBP","2452","Id not specified in an update call"
"258-71e7a2db9ca94bf3a64b78134dc7be2d","258","2014-07-09T23:00:00.000Z","a0758000002kNO1AAM","GBP","62.5","Id not specified in an update call"
"258-03cb5e074f9759f094697d27e6da3927","258","2016-02-26T00:00:00.000Z","a0758000002kNNlAAM","GBP","3430","Id not specified in an update call"
"258-11ffc382fc4f36be5ea90e4c887273c0","258","2015-09-09T23:00:00.000Z","a074E000000Hz57QAC","GBP","62.5","Id not specified in an update call"
"258-9a9736c8858d387eb820382fb20855c6","258","2016-04-01T23:00:00.000Z","a0758000002kNF9AAM","GBP","625","Id not specified in an update call"
"260-c5e92f5036b40e56ad4bb29343dbf107","260","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","240","Id not specified in an update call"
"260-3b9b106fd84051f207e485ddf5502d50","260","2014-04-04T23:00:00.000Z","a0758000002kNNlAAM","GBP","2295.46","Id not specified in an update call"
"260-0d3b80d6835249b0986a43dae984f1b1","260","2012-03-07T00:00:00.000Z","a0758000002kNGHAA2","USD","245","Id not specified in an update call"
"260-7ca7aa03ec6e16094f5edafab41bb541","260","2011-04-04T23:00:00.000Z","a0758000002kNGHAA2","USD","245.5","Id not specified in an update call"
"260-c200dedd561e0266684e9ace3da142b3","260","2015-04-04T23:00:00.000Z","a0758000002kNI9AAM","GBP","3942.57","Id not specified in an update call"
"260-62dd3d7eb7a2ffc1c60c15488bb2007c","260","2016-04-03T23:00:00.000Z","a0758000002kNNlAAM","GBP","4211.51","Id not specified in an update call"
"261-671459449702f5040679302b7dd71052","261","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","1560","Id not specified in an update call"
"261-342bf4c30f1f00e3ad82fcd8b47bbf9a","261","2012-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","5547.5","Id not specified in an update call"
"261-3b56a731064951cf9d73485abe0d6b3f","261","2013-12-31T00:00:00.000Z","a0758000002kNF9AAM","GBP","4500","Id not specified in an update call"
"261-5408a81ee5125c8698225181c1b4485d","261","2014-11-06T00:00:00.000Z","a0758000002kNF9AAM","GBP","3000","Id not specified in an update call"
"261-40e0d34960e092564abc5d38fe060b69","261","2009-12-06T00:00:00.000Z","a0758000002kNNlAAM","GBP","300","Id not specified in an update call"
"261-3f5ba05133581e5e45a88cf143e31282","261","2010-11-06T00:00:00.000Z","a0758000002kNNlAAM","GBP","300","Id not specified in an update call"
"262-84a16ef846f84fe89caad173a04eaddf","262","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","19200","Id not specified in an update call"
"262-09a1124ef690c4ebaddaf260ed358351","262","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","17600","Id not specified in an update call"
"264-19433fe86a939e2044c5be7d98fd1947","264","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","3000","Id not specified in an update call"
"264-e8c6f29df879475d461359623156b395","264","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","3000","Id not specified in an update call"
"264-d2df7dfd39eb7fddc6775fdda6d71a2b","264","2012-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","3000","Id not specified in an update call"
"264-049e6d430b2d8b48165bb9316196a85d","264","2014-12-07T05:00:00.000Z","a0758000002kNMBAA2","USD","3010","Id not specified in an update call"
"264-f4bf969bfdd2fd2e9b45839ee24b0fc8","264","2014-12-07T05:00:00.000Z","a0758000002kNGHAA2","USD","3000","Id not specified in an update call"
"264-1356fdb03ec3bc72ff4d88cd7bde9f63","264","2014-12-07T05:00:00.000Z","a0758000002kNDHAA2","USD","3100","Id not specified in an update call"
"264-1ed5e52b81c90c8e3dfbff46213ac544","264","2015-11-15T05:00:00.000Z","a0758000002kNDHAA2","USD","3400","Id not specified in an update call"
"264-191d08e5fcdfc7337d91c75a28280807","264","2015-11-15T05:00:00.000Z","a0758000002kNNlAAM","USD","3000","Id not specified in an update call"
"264-2701d78a1fc498bc579ada766ac927cd","264","2015-11-15T05:00:00.000Z","a0758000002kNMBAA2","USD","3000","Id not specified in an update call"
"265-519eb363caa45c0ca881bee817b5c39a","265","2013-09-10T23:00:00.000Z","a0758000002kNDHAA2","USD","4600","Id not specified in an update call"
"265-73062042cf232c620a086d69e97c71aa","265","2013-10-08T23:00:00.000Z","a0758000002kNNlAAM","USD","4600","Id not specified in an update call"
"265-65b68a7bec24570944134c8b66b7fa0c","265","2013-09-09T23:00:00.000Z","a0758000002kNHwAAM","USD","4600","Id not specified in an update call"
"265-13ba0bf1611d48526300edbf199ff628","265","2013-11-20T00:00:00.000Z","a0758000002kNHyAAM","USD","4600","Id not specified in an update call"
"265-cc8efda0659df3cf723d239797910b65","265","2013-08-11T23:00:00.000Z","a0758000002kNF9AAM","USD","4600","Id not specified in an update call"
"265-f62f890cc876c78ff1b6c1cc7a766bbf","265","2015-12-31T00:00:00.000Z","a0758000002kNF9AAM","USD","6750","Id not specified in an update call"
"265-bdcef4a8dd82bd3e6b7f9659542d35a2","265","2015-12-31T00:00:00.000Z","a0758000002kNHyAAM","USD","6750","Id not specified in an update call"
"265-da670615b5ef86bdf332ec13e8daf6e1","265","2015-12-31T00:00:00.000Z","a0758000002kNI0AAM","USD","13500","Id not specified in an update call"
"266-0e6b01b88e9b98ea09fb99e03821cb2b","266","2011-03-04T00:00:00.000Z","a0758000002kNNlAAM","GBP","4687.5","Id not specified in an update call"
"266-56be74e86f5f7c8edde07bc736b56991","266","2011-09-02T23:00:00.000Z","a0758000002kNNlAAM","GBP","25","Id not specified in an update call"
"266-f12bf64380d00cb578bf7ad9c6d1fb5c","266","2011-12-29T00:00:00.000Z","a0758000002kNDHAA2","GBP","3000","Id not specified in an update call"
"266-5c5d084f6f550c2259b2fe0a3b2e1d19","266","2012-06-03T23:00:00.000Z","a0758000002kNNlAAM","GBP","1000","Id not specified in an update call"
"266-043d442a5864092a91e254c521fb8934","266","2012-06-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","500","Id not specified in an update call"
"266-39fefc7a26c170c46a1322d7184b5914","266","2012-10-02T23:00:00.000Z","a0758000002kNDHAA2","GBP","1250","Id not specified in an update call"
"266-0c49515d5a800ebaded9dcaf8599cf4d","266","2012-10-26T23:00:00.000Z","a0758000002kNDHAA2","GBP","42","Id not specified in an update call"
"266-f1884c15672ec6fc8ab31f5457215679","266","2013-05-05T23:00:00.000Z","a0758000002kNNlAAM","GBP","1250","Id not specified in an update call"
"266-d7a13dad7c380c8108cabc789ff943f4","266","2013-08-22T23:00:00.000Z","a0758000002kNI9AAM","GBP","2500","Id not specified in an update call"
"266-c0987185694e985076b9c536570f3fc1","266","2013-12-13T00:00:00.000Z","a0758000002kNI9AAM","GBP","625","Id not specified in an update call"
"266-ef24eac9492c1212314d7091deaa3ebe","266","2014-01-02T00:00:00.000Z","a0758000002kNI9AAM","GBP","312.5","Id not specified in an update call"
"266-7372277bab03c1914909c72a031a09fd","266","2014-02-03T00:00:00.000Z","a0758000002kNI9AAM","GBP","312.5","Id not specified in an update call"
"266-7f50ecfbb04929b38e6aae3d6ebd0d27","266","2014-03-03T00:00:00.000Z","a0758000002kNI9AAM","GBP","312.5","Id not specified in an update call"
"266-be8de77e3297e8cb51100ab67d80c115","266","2014-03-31T23:00:00.000Z","a0758000002kNI9AAM","GBP","312.5","Id not specified in an update call"
"266-db62f26fefa1d806a5198fa44a17458b","266","2014-11-24T00:00:00.000Z","a0758000002kNDHAA2","GBP","437.5","Id not specified in an update call"
"267-5725377140d5a107ada1403799588cbf","267","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","20","Id not specified in an update call"
"267-184a53a074849614f6be66d6b64eb989","267","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","50","Id not specified in an update call"
"267-746c17afb934e74f77ff5acbae6d41e4","267","2012-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","500","Id not specified in an update call"
"271-cd94175c26589d90db85564003f48778","271","2011-12-31T00:00:00.000Z","a0758000002kNCqAAM","GBP","390","Id not specified in an update call"
"271-d36543eeaba15952b0a1835ba16fe6c0","271","2009-11-30T00:00:00.000Z","a0758000002kNCoAAM","GBP","666","Id not specified in an update call"
"271-93e968fe4337cecba7dfe7e8e4cda417","271","2009-11-30T00:00:00.000Z","a0758000002kNNlAAM","GBP","580","Id not specified in an update call"
"271-3d2bbd5d655133a139707013e54b8ad3","271","2015-05-15T23:00:00.000Z","a0758000002kNCqAAM","GBP","2900","Id not specified in an update call"
"271-36ee410b6b9ecc822672f0fb4d082755","271","2016-05-15T23:00:00.000Z","a0758000002kNCqAAM","GBP","3050","Id not specified in an update call"
"272-7c8406f30da9245988b0ce3745a84a37","272","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","1074","Id not specified in an update call"
"272-27d82c50f6ae756d163776d50d5e1a14","272","2013-12-31T05:00:00.000Z","a0758000002kNNlAAM","USD","2170","Id not specified in an update call"
"272-766447bac16ef63aa829846755dd15a1","272","2010-01-01T05:00:00.000Z","a0758000002kNNlAAM","GBP","500","Id not specified in an update call"
"272-551b8fa6593a35c2491975d40ccdd5e1","272","2010-12-13T05:00:00.000Z","a0758000002kNNlAAM","GBP","1200","Id not specified in an update call"
"272-2b265be80976d75ef42779d084fcbad3","272","2015-03-11T04:00:00.000Z","a0758000002kNHyAAM","USD","1685","Id not specified in an update call"
"272-5a21663e39c410568e06424e3e2ccad2","272","2015-05-24T04:00:00.000Z","a0758000002kNI9AAM","USD","500","Id not specified in an update call"
"272-fb1e26e209917c14529641d3c1a8958d","272","2015-12-19T05:00:00.000Z","a0758000002kNI9AAM","USD","300","Id not specified in an update call"
"272-d9a2168ccf4f0f78b79a85b75df3ac3a","272","2016-04-13T04:00:00.000Z","a0758000002kNDHAA2","USD","6126","Id not specified in an update call"
"273-3876021df7de1cae17dfbd0e1ecf04be","273","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","1780.27","Id not specified in an update call"
"273-28aef92bdb4ecf3cbd7d93908cacb296","273","2013-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","1000","Id not specified in an update call"
"273-9594a0c8e6fcc2289eb9a3009c2152e7","273","2012-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","1780.27","Id not specified in an update call"
"273-6d75045a0804c8db3880196ec2c8fe18","273","2011-07-19T23:00:00.000Z","a0758000002kNGSAA2","USD","5000","Id not specified in an update call"
"273-9c6d77d81adb47b6192c99b62079fc86","273","2010-11-11T00:00:00.000Z","a0758000002kNOJAA2","USD","1000","Id not specified in an update call"
"273-8f0c4a275f67f90677798418bd179d4b","273","2009-11-11T00:00:00.000Z","a0758000002kNPzAAM","USD","1000","Id not specified in an update call"
"273-f9a4ca4905a6d8da56ab893e59eac798","273","2010-12-31T00:00:00.000Z","a0758000002kNPzAAM","USD","161.4","Id not specified in an update call"
"273-23983fca65e70a37c41997432b093087","273","2011-11-11T00:00:00.000Z","a0758000002kNGHAA2","USD","73","Id not specified in an update call"
"273-3800fb951d61eb4c72db424464d602ae","273","2014-11-11T00:00:00.000Z","a0758000002kNF9AAM","USD","8470","Id not specified in an update call"
"274-a4b0d8ed3f9bb5413b17581fbfb5e1f7","274","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","1902","Id not specified in an update call"
"275-166b13a7c5635efca836fd406a5dcc63","275","2012-12-30T23:00:00.000Z","a0758000002kNM7AAM","USD","2000","Id not specified in an update call"
"275-35149f8d9aad07eb4ee7754813a54a8c","275","2013-12-30T23:00:00.000Z","a0758000002kND9AAM","USD","5100","Id not specified in an update call"
"275-b98625af63667fe86d96aa18c5c5e0cb","275","2014-12-30T23:00:00.000Z","a074E000000Hz57QAC","USD","2035.66","Id not specified in an update call"
"275-f2725ef3df18ee1d148647be3082a34c","275","2015-12-30T23:00:00.000Z","a074E000000Hz57QAC","USD","6369.39","Id not specified in an update call"
"275-485d9e18a2a4dbc1235220c37fe0f4ec","275","2011-12-30T23:00:00.000Z","a0758000002kND9AAM","USD","7000","Id not specified in an update call"
"277-618a2f3fdafebfd762f060e27e7bf6eb","277","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","2500","Id not specified in an update call"
"278-d1fa28262fbfc6a75b533f3df2625cb6","278","2010-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","3830","Id not specified in an update call"
"278-70fe69da7fcc0ca2c5daef3570425f71","278","2011-11-11T00:00:00.000Z","a0758000002kNNlAAM","GBP","378.75","Id not specified in an update call"
"278-7cd415b78fc2266d280475770d234bb8","278","2015-05-12T23:00:00.000Z","a0758000002kNNlAAM","GBP","262.5","Id not specified in an update call"
"282-6a71cd3baf62e27808e1f3074dce02f3","282","2014-11-22T00:00:00.000Z","a0758000002kNM7AAM","GBP","4350","Id not specified in an update call"
"282-90157ae77632b4e440a501159162dff8","282","2015-11-11T00:00:00.000Z","a074E000000Hz57QAC","GBP","4350","Id not specified in an update call"
"282-973c22b33d5e16824ec3ab95a80588a9","282","2016-03-19T00:00:00.000Z","a074E000000Hz57QAC","GBP","4350","Id not specified in an update call"
"283-5ddcfa3d8f0cb65c596f766718525586","283","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","5940","Id not specified in an update call"
"284-f9e388d6b2914d3d858dbd79e2d79b7c","284","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","1482","Id not specified in an update call"
"284-8ba211d9b50037ef12e2254a17d19276","284","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","23.4","Id not specified in an update call"
"284-579296390bc69bf6e9e89b4a9e5e538e","284","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","808.35","Id not specified in an update call"
