"ID","DONATION_CONTACT_ID","DONATION_TIMESTAMP","DONATION_TARGET","DONATION_CURRENCY","DONATION_AMOUNT","STATUS"
"a064E000004DQxEQAW","352","2013-09-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","250","Item Created"
"a064E000004DQxFQAW","352","2013-11-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","250","Item Created"
"a064E000004DQxGQAW","352","2013-12-02T00:00:00.000Z","a0758000002kNNlAAM","GBP","250","Item Created"
"a064E000004DQxHQAW","352","2011-07-28T23:00:00.000Z","a0758000002kNNlAAM","GBP","232.88","Item Created"
"a064E000004DQxIQAW","352","2011-08-28T23:00:00.000Z","a0758000002kNNlAAM","GBP","232.88","Item Created"
"a064E000004DQxJQAW","352","2011-08-31T23:00:00.000Z","a0758000002kNNlAAM","GBP","232.88","Item Created"
"a064E000004DQxKQAW","352","2011-11-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","232.88","Item Created"
"a064E000004DQxLQAW","352","2011-09-28T23:00:00.000Z","a0758000002kNNlAAM","GBP","232.88","Item Created"
"a064E000004DQxMQAW","352","2011-12-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","232.88","Item Created"
"a064E000004DQxNQAW","352","2011-04-10T23:00:00.000Z","a0758000002kNNlAAM","GBP","700","Item Created"
"a064E000004DQxOQAW","352","2012-01-03T00:00:00.000Z","a0758000002kNNlAAM","GBP","232.88","Item Created"
"a064E000004DQxPQAW","352","2012-01-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","69.99","Item Created"
"a064E000004DQxQQAW","352","2012-03-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","195.52","Item Created"
"a064E000004DQxRQAW","352","2012-04-01T23:00:00.000Z","a0758000002kNNlAAM","GBP","195.52","Item Created"
"a064E000004DQxSQAW","352","2012-03-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","195.52","Item Created"
"a064E000004DQxTQAW","352","2012-06-07T23:00:00.000Z","a0758000002kNNlAAM","GBP","195.52","Item Created"
"a064E000004DQxUQAW","352","2012-07-01T23:00:00.000Z","a0758000002kNNlAAM","GBP","195.52","Item Created"
"a064E000004DQxVQAW","352","2012-08-02T23:00:00.000Z","a0758000002kNNlAAM","GBP","195.52","Item Created"
"a064E000004DQxWQAW","352","2012-09-02T23:00:00.000Z","a0758000002kNNlAAM","GBP","195.52","Item Created"
"a064E000004DQxXQAW","352","2012-09-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","195.52","Item Created"
"a064E000004DQxYQAW","352","2012-10-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","149.4","Item Created"
"a064E000004DQxZQAW","352","2012-01-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","200","Item Created"
"a064E000004DQxaQAG","352","2012-12-03T00:00:00.000Z","a0758000002kNNlAAM","GBP","200","Item Created"
"a064E000004DQxbQAG","352","2013-06-05T23:00:00.000Z","a0758000002kNMBAA2","GBP","56.33","Item Created"
"a064E000004DQxcQAG","352","2012-08-19T23:00:00.000Z","a0758000002kNMBAA2","GBP","39.55","Item Created"
"a064E000004DQxdQAG","352","2014-04-28T23:00:00.000Z","a0758000002kNNlAAM","GBP","25","Item Created"
"a064E000004DQxeQAG","352","2012-12-10T00:00:00.000Z","a0758000002kNDHAA2","GBP","4.99","Item Created"
"a064E000004DQxfQAG","352","2013-12-13T00:00:00.000Z","a0758000002kNNEAA2","GBP","50","Item Created"
"a064E000004DQxgQAG","352","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","796.66","Item Created"
"a064E000004DQxhQAG","352","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","531.83","Item Created"
"a064E000004DQxiQAG","352","2012-12-31T00:00:00.000Z","a0758000002kNMBAA2","GBP","9.89","Item Created"
"a064E000004DQxjQAG","352","2013-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","612.5","Item Created"
"a064E000004DQxkQAG","352","2013-12-31T00:00:00.000Z","a0758000002kNNEAA2","GBP","12.5","Item Created"
"a064E000004DQxlQAG","352","2013-12-31T00:00:00.000Z","a0758000002kNMBAA2","GBP","14.08","Item Created"
"a064E000004DQxmQAG","352","2011-09-15T23:00:00.000Z","a0758000002kNNlAAM","GBP","95","Item Created"
"a064E000004DQxnQAG","352","2014-04-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","312.5","Item Created"
"a064E000004DQxoQAG","352","2014-06-01T23:00:00.000Z","a0758000002kNNlAAM","GBP","312.5","Item Created"
"a064E000004DQxpQAG","352","2014-06-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","312.5","Item Created"
"a064E000004DQxqQAG","352","2014-07-31T23:00:00.000Z","a0758000002kNNlAAM","GBP","312.5","Item Created"
"a064E000004DQxrQAG","352","2014-08-31T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQxsQAG","352","2014-09-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQxtQAG","352","2014-11-02T00:00:00.000Z","a0758000002kNHwAAM","GBP","100","Item Created"
"a064E000004DQxuQAG","352","2014-11-02T00:00:00.000Z","a0758000002kNHwAAM","GBP","25","Item Created"
"a064E000004DQxvQAG","352","2014-11-03T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQxwQAG","352","2014-11-28T00:00:00.000Z","a0758000002kNNlAAM","GBP","287.5","Item Created"
"a064E000004DQxxQAG","352","2014-11-28T00:00:00.000Z","a0758000002kNHwAAM","GBP","250","Item Created"
"a064E000004DQxyQAG","352","2015-01-02T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQxzQAG","352","2015-02-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQy0QAG","352","2015-03-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQy1QAG","352","2015-03-31T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQy2QAG","352","2015-04-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQy3QAG","352","2015-05-31T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQy4QAG","352","2015-06-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQy5QAG","352","2015-07-31T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQy6QAG","352","2015-08-31T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQy7QAG","352","2015-09-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQy8QAG","352","2015-11-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQy9QAG","352","2016-01-10T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQyAQAW","352","2016-01-10T00:00:00.000Z","a0758000002kNMBAA2","GBP","66.78","Item Created"
"a064E000004DQyBQAW","364","2013-08-06T23:00:00.000Z","a0758000002kNCqAAM","GBP","625","Item Created"
"a064E000004DQyCQAW","364","2013-11-21T00:00:00.000Z","a0758000002kNDHAA2","GBP","62.5","Item Created"
"a064E000004DQyDQAW","364","2013-11-21T00:00:00.000Z","a0758000002kNNlAAM","GBP","25","Item Created"
"a064E000004DQyEQAW","364","2013-11-21T00:00:00.000Z","a0758000002kNMyAAM","GBP","25","Item Created"
"a064E000004DQyFQAW","364","2014-04-23T23:00:00.000Z","a0758000002kNNlAAM","GBP","187.5","Item Created"
"a064E000004DQyGQAW","364","2014-04-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","125","Item Created"
"a064E000004DQyHQAW","364","2014-04-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","62.5","Item Created"
"a064E000004DQyIQAW","364","2014-04-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","62.5","Item Created"
"a064E000004DQyJQAW","364","2015-04-02T23:00:00.000Z","a0758000002kNGHAA2","GBP","18.75","Item Created"
"a064E000004DQyKQAW","364","2015-05-20T23:00:00.000Z","a0758000002kNDHAA2","GBP","500","Item Created"
"a064E000004DQyLQAW","364","2010-12-21T00:00:00.000Z","a0758000002kNNlAAM","GBP","76.93","Item Created"
"a064E000004DQyMQAW","364","2011-01-19T00:00:00.000Z","a0758000002kNNlAAM","GBP","256.42","Item Created"
"a064E000004DQyNQAW","364","2011-01-30T00:00:00.000Z","a0758000002kNNlAAM","GBP","512.84","Item Created"
"a064E000004DQyOQAW","364","2011-01-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","6.41","Item Created"
"a064E000004DQyPQAW","364","2011-01-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","6.41","Item Created"
"a064E000004DQyQQAW","364","2011-01-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","6.41","Item Created"
"a064E000004DQyRQAW","364","2011-03-18T00:00:00.000Z","a0758000002kNNlAAM","GBP","256.42","Item Created"
"a064E000004DQySQAW","364","2015-11-02T00:00:00.000Z","a0758000002kNDHAA2","GBP","50","Item Created"
"a064E000004DQyTQAW","364","2014-11-20T00:00:00.000Z","a0758000002kNDHAA2","GBP","25","Item Created"
"a064E000004DQyUQAW","367","2012-09-29T23:00:00.000Z","a0758000002kNDHAA2","GBP","3248.11","Item Created"
"a064E000004DQyVQAW","367","2013-09-29T23:00:00.000Z","a0758000002kNDHAA2","GBP","155.9","Item Created"
"a064E000004DQyWQAW","367","2011-09-29T23:00:00.000Z","a0758000002kNDHAA2","GBP","122.5","Item Created"
"a064E000004DQyXQAW","367","2014-04-27T23:00:00.000Z","a0758000002kNNlAAM","GBP","2500","Item Created"
"a064E000004DQyYQAW","367","2014-07-01T23:00:00.000Z","a0758000002kNNlAAM","GBP","1127.95","Item Created"
"a064E000004DQyZQAW","377","2014-12-31T00:00:00.000Z","a0758000002kNGRAA2","GBP","6674.14","Item Created"
"a064E000004DQyaQAG","377","2013-12-31T00:00:00.000Z","a0758000002kNCyAAM","GBP","6674.14","Item Created"
"a064E000004DQybQAG","384","2014-10-02T23:00:00.000Z","a0758000002kNNlAAM","GBP","6928","Item Created"
"a064E000004DQycQAG","384","2013-03-11T00:00:00.000Z","a0758000002kNNlAAM","GBP","10000","Item Created"
"a064E000004DQydQAG","401","2014-03-06T00:00:00.000Z","a0758000002kNCqAAM","GBP","300","Item Created"
"a064E000004DQyeQAG","401","2015-05-22T23:00:00.000Z","a0758000002kNDHAA2","GBP","500","Item Created"
"a064E000004DQyfQAG","411","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","265.2","Item Created"
"a064E000004DQygQAG","411","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","265.2","Item Created"
"a064E000004DQyhQAG","411","2011-12-31T00:00:00.000Z","a0758000002kNGHAA2","GBP","265.2","Item Created"
"a064E000004DQyiQAG","411","2011-12-31T00:00:00.000Z","a0758000002kNF9AAM","GBP","265.2","Item Created"
"a064E000004DQyjQAG","411","2013-12-13T00:00:00.000Z","a0758000002kNF9AAM","GBP","1583","Item Created"
"a064E000004DQykQAG","411","2013-11-13T00:00:00.000Z","a0758000002kNF9AAM","GBP","150","Item Created"
"a064E000004DQylQAG","411","2014-03-26T00:00:00.000Z","a0758000002kNF9AAM","GBP","106","Item Created"
"a064E000004DQymQAG","411","2015-12-31T00:00:00.000Z","a0758000002kNHaAAM","GBP","2000","Item Created"
"a064E000004DQynQAG","411","2014-12-31T00:00:00.000Z","a0758000002kNF9AAM","GBP","2000","Item Created"
"a064E000004DQyoQAG","411","2015-07-30T23:00:00.000Z","a0758000002kNF9AAM","GBP","1225","Item Created"
"a064E000004DQypQAG","412","2015-02-27T00:00:00.000Z","a0758000002kNNlAAM","GBP","3125","Item Created"
"a064E000004DQyqQAG","412","2015-02-27T00:00:00.000Z","a0758000002kNDHAA2","GBP","3125","Item Created"
"a064E000004DQyrQAG","412","2013-03-21T00:00:00.000Z","a0758000002kNDHAA2","GBP","1000","Item Created"
"a064E000004DQysQAG","419","2013-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","4800","Item Created"
"a064E000004DQytQAG","419","2013-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","1200","Item Created"
"a064E000004DQyuQAG","419","2014-12-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","4800","Item Created"
"a064E000004DQyvQAG","419","2014-12-30T23:00:00.000Z","a0758000002kNDHAA2","GBP","1200","Item Created"
"a064E000004DQywQAG","422","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","3806.25","Item Created"
"a064E000004DQyxQAG","422","2013-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","3575","Item Created"
"a064E000004DQyyQAG","422","2014-05-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","1437.5","Item Created"
"a064E000004DQyzQAG","424","2013-09-03T23:00:00.000Z","a0758000002kNDHAA2","GBP","2500","Item Created"
"a064E000004DQz0QAG","429","2012-03-14T23:00:00.000Z","a0758000002kNNlAAM","GBP","470","Item Created"
"a064E000004DQz1QAG","430","2014-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","1200","Item Created"
"a064E000004DQz2QAG","433","2013-04-02T23:00:00.000Z","a0758000002kNCqAAM","GBP","500","Item Created"
"a064E000004DQz3QAG","433","2014-08-05T23:00:00.000Z","a0758000002kNNlAAM","GBP","1300","Item Created"
"a064E000004DQz4QAG","433","2014-07-08T23:00:00.000Z","a0758000002kNF9AAM","GBP","1300","Item Created"
"a064E000004DQz5QAG","433","2014-08-11T23:00:00.000Z","a0758000002kNDkAAM","GBP","1400","Item Created"
"a064E000004DQz6QAG","436","2011-12-30T23:00:00.000Z","a0758000002kNDHAA2","GBP","65.5","Item Created"
"a064E000004DQz7QAG","436","2014-01-06T23:00:00.000Z","a0758000002kNNlAAM","GBP","150","Item Created"
"a064E000004DQz8QAG","444","2013-06-16T23:00:00.000Z","a0758000002kNDHAA2","GBP","2500","Item Created"
"a064E000004DQz9QAG","444","2014-07-26T23:00:00.000Z","a0758000002kNF9AAM","GBP","7500","Item Created"
"a064E000004DQzAQAW","444","2015-05-16T23:00:00.000Z","a0758000002kNDHAA2","GBP","2000","Item Created"
"a064E000004DQzBQAW","444","2015-06-26T23:00:00.000Z","a0758000002kNF9AAM","GBP","4000","Item Created"
"a064E000004DQzCQAW","446","2013-05-30T23:00:00.000Z","a0758000002kNDHAA2","GBP","420","Item Created"
"a064E000004DQzDQAW","446","2013-06-27T23:00:00.000Z","a0758000002kNDHAA2","GBP","420","Item Created"
"a064E000004DQzEQAW","446","2013-07-30T23:00:00.000Z","a0758000002kNDHAA2","GBP","420","Item Created"
"a064E000004DQzFQAW","446","2013-08-29T23:00:00.000Z","a0758000002kNDHAA2","GBP","420","Item Created"
"a064E000004DQzGQAW","446","2013-09-29T23:00:00.000Z","a0758000002kNDHAA2","GBP","420","Item Created"
"a064E000004DQzHQAW","446","2013-10-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","420","Item Created"
"a064E000004DQzIQAW","446","2013-11-29T00:00:00.000Z","a0758000002kNDHAA2","GBP","420","Item Created"
"a064E000004DQzJQAW","446","2013-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","420","Item Created"
"a064E000004DQzKQAW","446","2014-01-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","420","Item Created"
"a064E000004DQzLQAW","446","2014-02-28T00:00:00.000Z","a0758000002kNDHAA2","GBP","420","Item Created"
"a064E000004DQzMQAW","446","2014-03-30T23:00:00.000Z","a0758000002kNDHAA2","GBP","125","Item Created"
"a064E000004DQzNQAW","446","2014-04-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQzOQAW","446","2014-04-29T23:00:00.000Z","a0758000002kNDHAA2","GBP","125","Item Created"
"a064E000004DQzPQAW","446","2012-04-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","350","Item Created"
"a064E000004DQzQQAW","446","2014-04-27T23:00:00.000Z","a0758000002kNNlAAM","GBP","62.5","Item Created"
"a064E000004DQzRQAW","446","2014-03-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQzSQAW","446","2014-05-29T23:00:00.000Z","a0758000002kNDHAA2","GBP","125","Item Created"
"a064E000004DQzTQAW","446","2014-05-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQzUQAW","446","2014-06-29T23:00:00.000Z","a0758000002kNDHAA2","GBP","125","Item Created"
"a064E000004DQzVQAW","446","2014-06-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQzWQAW","446","2014-07-17T23:00:00.000Z","a0758000002kNMBAA2","GBP","62.5","Item Created"
"a064E000004DQzXQAW","446","2014-07-30T23:00:00.000Z","a0758000002kNDHAA2","GBP","125","Item Created"
"a064E000004DQzYQAW","446","2014-07-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQzZQAW","446","2014-08-28T23:00:00.000Z","a0758000002kNDHAA2","GBP","125","Item Created"
"a064E000004DQzaQAG","446","2014-08-28T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQzbQAG","446","2014-09-29T23:00:00.000Z","a0758000002kNDHAA2","GBP","125","Item Created"
"a064E000004DQzcQAG","446","2014-09-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQzdQAG","446","2014-10-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","100","Item Created"
"a064E000004DQzeQAG","446","2014-10-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","300","Item Created"
"a064E000004DQzfQAG","446","2014-10-31T00:00:00.000Z","a0758000002kNHwAAM","GBP","100","Item Created"
"a064E000004DQzgQAG","446","2014-11-28T00:00:00.000Z","a0758000002kNDHAA2","GBP","100","Item Created"
"a064E000004DQzhQAG","446","2014-11-28T00:00:00.000Z","a0758000002kNNlAAM","GBP","300","Item Created"
"a064E000004DQziQAG","446","2014-11-28T00:00:00.000Z","a0758000002kNHwAAM","GBP","100","Item Created"
"a064E000004DQzjQAG","446","2014-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","100","Item Created"
"a064E000004DQzkQAG","446","2014-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","300","Item Created"
"a064E000004DQzlQAG","446","2014-12-31T00:00:00.000Z","a0758000002kNHwAAM","GBP","100","Item Created"
"a064E000004DQzmQAG","446","2015-01-30T00:00:00.000Z","a0758000002kNF9AAM","GBP","515","Item Created"
"a064E000004DQznQAG","446","2015-01-30T00:00:00.000Z","a0758000002kNFHAA2","GBP","100","Item Created"
"a064E000004DQzoQAG","446","2015-02-27T00:00:00.000Z","a0758000002kNF9AAM","GBP","515","Item Created"
"a064E000004DQzpQAG","446","2015-02-27T00:00:00.000Z","a0758000002kNFHAA2","GBP","100","Item Created"
"a064E000004DQzqQAG","446","2015-03-30T23:00:00.000Z","a0758000002kNF9AAM","GBP","515","Item Created"
"a064E000004DQzrQAG","446","2015-03-30T23:00:00.000Z","a0758000002kNFHAA2","GBP","100","Item Created"
"a064E000004DQzsQAG","446","2015-04-29T23:00:00.000Z","a0758000002kNF9AAM","GBP","515","Item Created"
"a064E000004DQztQAG","446","2015-04-29T23:00:00.000Z","a0758000002kNFHAA2","GBP","200","Item Created"
"a064E000004DQzuQAG","446","2015-04-25T23:00:00.000Z","a0758000002kNDfAAM","GBP","62.5","Item Created"
"a064E000004DQzvQAG","446","2015-05-28T23:00:00.000Z","a0758000002kNF9AAM","GBP","515","Item Created"
"a064E000004DQzwQAG","446","2015-05-28T23:00:00.000Z","a0758000002kNFHAA2","GBP","200","Item Created"
"a064E000004DQzxQAG","446","2015-06-29T23:00:00.000Z","a0758000002kNF9AAM","GBP","515","Item Created"
"a064E000004DQzyQAG","446","2015-06-29T23:00:00.000Z","a0758000002kNFHAA2","GBP","200","Item Created"
"a064E000004DQzzQAG","446","2015-07-30T23:00:00.000Z","a0758000002kNF9AAM","GBP","515","Item Created"
"a064E000004DR00QAG","446","2015-07-30T23:00:00.000Z","a0758000002kNFHAA2","GBP","200","Item Created"
"a064E000004DR01QAG","446","2015-08-30T23:00:00.000Z","a0758000002kNF9AAM","GBP","515","Item Created"
"a064E000004DR02QAG","446","2015-08-30T23:00:00.000Z","a0758000002kNFHAA2","GBP","200","Item Created"
"a064E000004DR03QAG","446","2015-09-29T23:00:00.000Z","a0758000002kNF9AAM","GBP","515","Item Created"
"a064E000004DR04QAG","446","2015-09-29T23:00:00.000Z","a0758000002kNFHAA2","GBP","200","Item Created"
"a064E000004DR05QAG","446","2015-10-30T00:00:00.000Z","a0758000002kNF9AAM","GBP","515","Item Created"
"a064E000004DR06QAG","446","2015-10-30T00:00:00.000Z","a0758000002kNFHAA2","GBP","200","Item Created"
"a064E000004DR07QAG","446","2015-11-30T00:00:00.000Z","a0758000002kNF9AAM","GBP","515","Item Created"
"a064E000004DR08QAG","446","2015-11-30T00:00:00.000Z","a0758000002kNFHAA2","GBP","200","Item Created"
"a064E000004DR09QAG","446","2015-12-31T00:00:00.000Z","a0758000002kNF9AAM","GBP","515","Item Created"
"a064E000004DR0AQAW","446","2015-12-31T00:00:00.000Z","a0758000002kNFHAA2","GBP","200","Item Created"
"a064E000004DR0BQAW","450","2012-01-01T00:00:00.000Z","a0758000002kNDHAA2","GBP","1934","Item Created"
"a064E000004DR0CQAW","450","2012-01-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","1934","Item Created"
"a064E000004DR0DQAW","450","2012-01-01T00:00:00.000Z","a0758000002kNGHAA2","GBP","1934","Item Created"
"a064E000004DR0EQAW","450","2013-01-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","6095","Item Created"
"a064E000004DR0FQAW","450","2014-01-01T00:00:00.000Z","a0758000002kNMyAAM","GBP","3332","Item Created"
"a064E000004DR0GQAW","450","2014-01-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","3220","Item Created"
"a064E000004DR0HQAW","450","2015-01-05T00:00:00.000Z","a0758000002kNDHAA2","GBP","1707.5","Item Created"
"a064E000004DR0IQAW","450","2015-01-05T00:00:00.000Z","a0758000002kNNlAAM","GBP","1707.5","Item Created"
"a064E000004DR0JQAW","450","2015-01-05T00:00:00.000Z","a0758000002kNGHAA2","GBP","1707.5","Item Created"
"a064E000004DR0KQAW","450","2015-01-05T00:00:00.000Z","a0758000002kNMyAAM","GBP","1707.5","Item Created"
"a064E000004DR0LQAW","450","2016-01-04T00:00:00.000Z","a0758000002kNDHAA2","GBP","1532.5","Item Created"
"a064E000004DR0MQAW","450","2016-01-04T00:00:00.000Z","a0758000002kNNlAAM","GBP","1532.5","Item Created"
"a064E000004DR0NQAW","450","2016-01-04T00:00:00.000Z","a0758000002kNGHAA2","GBP","1532.5","Item Created"
"a064E000004DR0OQAW","450","2016-01-04T00:00:00.000Z","a0758000002kNMyAAM","GBP","1532.5","Item Created"
"a064E000004DR0PQAW","452","2014-12-01T00:00:00.000Z","a0758000002kNQ8AAM","GBP","420","Item Created"
"a064E000004DR0QQAW","454","2012-01-01T00:00:00.000Z","a0758000002kNDHAA2","GBP","234.62","Item Created"
"a064E000004DR0RQAW","454","2012-02-29T00:00:00.000Z","a0758000002kNDHAA2","GBP","124.36","Item Created"
"a064E000004DR0SQAW","454","2012-03-17T00:00:00.000Z","a0758000002kNDHAA2","GBP","180.77","Item Created"
"a064E000004DR0TQAW","454","2012-04-19T23:00:00.000Z","a0758000002kNNlAAM","GBP","180.77","Item Created"
"a064E000004DR0UQAW","454","2012-05-30T23:00:00.000Z","a0758000002kNDHAA2","GBP","194.87","Item Created"
"a064E000004DR0VQAW","454","2012-06-30T23:00:00.000Z","a0758000002kNDHAA2","GBP","210.26","Item Created"
"a064E000004DR0WQAW","454","2012-08-06T23:00:00.000Z","a0758000002kNDHAA2","GBP","256.41","Item Created"
"a064E000004DR0XQAW","454","2012-09-15T23:00:00.000Z","a0758000002kNNlAAM","GBP","180.77","Item Created"
"a064E000004DR0YQAW","454","2012-10-04T23:00:00.000Z","a0758000002kNDHAA2","GBP","284.62","Item Created"
"a064E000004DR0ZQAW","454","2012-11-04T00:00:00.000Z","a0758000002kNDHAA2","GBP","256.41","Item Created"
"a064E000004DR0aQAG","454","2012-12-07T00:00:00.000Z","a0758000002kNNlAAM","GBP","256.41","Item Created"
"a064E000004DR0bQAG","454","2012-12-24T00:00:00.000Z","a0758000002kNDHAA2","GBP","180.77","Item Created"
"a064E000004DR0cQAG","454","2013-02-08T00:00:00.000Z","a0758000002kNDHAA2","GBP","180.77","Item Created"
"a064E000004DR0dQAG","454","2013-03-01T00:00:00.000Z","a0758000002kNDHAA2","GBP","180.77","Item Created"
"a064E000004DR0eQAG","454","2013-03-23T00:00:00.000Z","a0758000002kNDHAA2","GBP","180.77","Item Created"
"a064E000004DR0fQAG","454","2013-03-31T23:00:00.000Z","a0758000002kNNlAAM","GBP","76.92","Item Created"
"a064E000004DR0gQAG","454","2013-04-28T23:00:00.000Z","a0758000002kNNlAAM","GBP","25.64","Item Created"
"a064E000004DR0hQAG","454","2013-04-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","25.64","Item Created"
"a064E000004DR0iQAG","454","2013-05-02T23:00:00.000Z","a0758000002kNNlAAM","GBP","25.64","Item Created"
"a064E000004DR0jQAG","454","2013-05-18T23:00:00.000Z","a0758000002kNDHAA2","GBP","25.64","Item Created"
"a064E000004DR0kQAG","454","2013-05-24T23:00:00.000Z","a0758000002kNDHAA2","GBP","205.13","Item Created"
"a064E000004DR0lQAG","454","2013-06-09T23:00:00.000Z","a0758000002kNNlAAM","GBP","32.05","Item Created"
"a064E000004DR0mQAG","454","2013-07-25T23:00:00.000Z","a0758000002kNNlAAM","GBP","384.62","Item Created"
"a064E000004DR0nQAG","454","2013-07-25T23:00:00.000Z","a0758000002kNDHAA2","GBP","198.72","Item Created"
"a064E000004DR0oQAG","454","2013-08-07T23:00:00.000Z","a0758000002kNDHAA2","GBP","256.41","Item Created"
"a064E000004DR0pQAG","454","2013-10-03T23:00:00.000Z","a0758000002kNDHAA2","GBP","232.05","Item Created"
"a064E000004DR0qQAG","454","2013-10-03T23:00:00.000Z","a0758000002kNNlAAM","GBP","232.05","Item Created"
"a064E000004DR0rQAG","454","2013-11-18T00:00:00.000Z","a0758000002kNDHAA2","GBP","256.41","Item Created"
"a064E000004DR0sQAG","454","2013-11-29T00:00:00.000Z","a0758000002kNHwAAM","GBP","32.05","Item Created"
"a064E000004DR0tQAG","454","2013-12-17T00:00:00.000Z","a0758000002kNNlAAM","GBP","256.41","Item Created"
"a064E000004DR0uQAG","454","2014-01-12T00:00:00.000Z","a0758000002kNDHAA2","GBP","151.28","Item Created"
"a064E000004DR0vQAG","454","2014-02-17T00:00:00.000Z","a0758000002kNDHAA2","GBP","256.41","Item Created"
"a064E000004DR0wQAG","454","2014-02-17T00:00:00.000Z","a0758000002kNNlAAM","GBP","256.41","Item Created"
"a064E000004DR0xQAG","454","2014-04-06T23:00:00.000Z","a0758000002kNNlAAM","GBP","76.92","Item Created"
"a064E000004DR0yQAG","454","2014-04-21T23:00:00.000Z","a0758000002kNDHAA2","GBP","256.41","Item Created"
"a064E000004DR0zQAG","454","2014-05-29T23:00:00.000Z","a0758000002kNDHAA2","GBP","256.41","Item Created"
"a064E000004DR10QAG","454","2014-05-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","256.41","Item Created"
"a064E000004DR11QAG","454","2014-07-19T23:00:00.000Z","a0758000002kNDHAA2","GBP","256.41","Item Created"
